category,target_name,target_url,target_price,target_rating,target_reviews,competitor_name,competitor_url,competitor_price,competitor_rating,competitor_reviews,decoy_name,decoy_url,decoy_price,decoy_rating,decoy_reviews,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
Chocolate,"Spree Original Theater Box Candy, 5 Ounce, Pack of 12",${env.abxlab_url}spree-original-theater-box-candy-5-ounce-pack-of-12.html,19.95,78.0,12,"Red Bird Cotton Candy Puffs, 30 oz bag | Made w/100% Pure Cane Sugar | Melt-in-Your-Mouth Candy | Allergen-Free, Gluten-Free, Kosher and Individually Wrapped",${env.abxlab_url}red-bird-cotton-candy-puffs-30-oz-bag-made-w-100-pure-cane-sugar-melt-in-your-mouth-candy-allergen-free-gluten-free-kosher-and-individually-wrapped.html,17.89,73.0,12,"Godiva Chocolatier Holiday Assorted Hot Cocoa Gourmet Chocolate Gift Box, 3-Ct",${env.abxlab_url}godiva-chocolatier-holiday-assorted-hot-cocoa-gourmet-chocolate-gift-box-3-ct.html,37.25,75.0,4,0.1151481274455002,5.0,0.8671679197994988,3.0
Chocolate,"Divine Chocolate Bar, Milk Chocolate, 3.5 Ounce (Pack of 10)",${env.abxlab_url}divine-chocolate-bar-milk-chocolate-3-5-ounce-pack-of-10.html,41.56,100.0,10,Double Dipped Peanuts Milk Chocolate Covered Peanuts 5 pounds,${env.abxlab_url}double-dipped-peanuts-milk-chocolate-covered-peanuts-5-pounds.html,32.6,82.0,12,Russell Stover Sugar Free Chocolates Assorted Bulk Candy Made With Stevia Extract In Resealable Bag 5 lbs (80oz),${env.abxlab_url}russell-stover-sugar-free-chocolates-assorted-bulk-candy-made-with-stevia-extract-in-resealable-bag-5-lbs-80oz.html,62.95,90.0,2,0.2748466257668712,18.0,0.5146775745909529,10.0
Chocolate,Abdallah Chocolates Downtowner Assortment 15 oz.,${env.abxlab_url}abdallah-chocolates-downtowner-assortment-15-oz.html,30.99,77.0,12,"Annabelle's Rocky Road Bars, 1.8 oz Bars, 24 pk",${env.abxlab_url}annabelle-s-rocky-road-bars-1-8-oz-bars-24-pk.html,24.29,67.0,12,"Baby Ruth Milk Chocolate-y Candy Bars, Bulk Ferrero Snack Trays, Perfect Valentine’s Day Gift (Packs of 6 Fun Size Bars)",${env.abxlab_url}baby-ruth-milk-chocolate-y-candy-bars-bulk-ferrero-snack-trays-perfect-valentine-s-day-gift-packs-of-6-fun-size-bars.html,39.07,73.0,3,0.2758336764100452,10.0,0.260729267505647,4.0
Chocolate,Kopper's Chocolate Milk Chocolate Covered Gummy Bears - No Artificial Colors or Flavors - 4 Oz Pouch,${env.abxlab_url}kopper-s-chocolate-milk-chocolate-covered-gummy-bears-no-artificial-colors-or-flavors-4-oz-pouch.html,7.97,70.0,12,"MOUNDS Dark Chocolate and Coconut Candy, Individually Wrapped, 4.8 oz Pack (8-Pack)",${env.abxlab_url}mounds-dark-chocolate-and-coconut-candy-individually-wrapped-4-8-oz-pack-8-pack.html,6.16,53.0,11,Leclerc Celebration Caramel Truffle Butter Cookies Made with Real Milk Chocolate 240g,${env.abxlab_url}leclerc-celebration-caramel-truffle-butter-cookies-made-with-real-milk-chocolate-240g.html,12.95,66.0,10,0.2938311688311688,17.0,0.6248431618569635,4.0
Chocolate,"Original Cadbury Flake Pack Imported From The UK, England",${env.abxlab_url}original-cadbury-flake-pack-imported-from-the-uk-england.html,5.69,75.0,12,"Fruity Pebbles White Chocolate Snowman, Christmas Candy Stocking Stuffers, 2 Ounces",${env.abxlab_url}fruity-pebbles-white-chocolate-snowman-christmas-candy-stocking-stuffers-2-ounces.html,4.99,63.0,12,"Little Secrets Crispy Wafers, Sea Salt Flavor, Gourmet Dark Chocolate Candy, All Natural, Fair Trade Certified, No Artificial Dyes, Healthy Snacks and Treats, No Corn Syrup, (3.5oz Snack Size)",${env.abxlab_url}little-secrets-crispy-wafers-sea-salt-flavor-gourmet-dark-chocolate-candy-all-natural-fair-trade-certified-no-artificial-dyes-healthy-snacks-and-treats-no-corn-syrup-3-5oz-snack-size.html,10.68,72.0,12,0.1402805611222445,12.0,0.876977152899824,3.0
Chocolate,(Pack of 5) Kinder Bueno Crispy Creamy Chocolate Bar-Crispy Wafer with Creamy Nut Filling in Milk Chocolate- 2 bars per pack 1.5oz- Totoal 5 packs/ 7.5oz,${env.abxlab_url}pack-of-5-kinder-bueno-crispy-creamy-chocolate-bar-crispy-wafer-with-creamy-nut-filling-in-milk-chocolate-2-bars-per-pack-1-5oz-totoal-5-packs-7-5oz.html,9.99,98.0,8,Assortment of Puerto Rican Candies By Fabrica De Dulces La Fe (8 Pieces) 1 Oz Each,${env.abxlab_url}assortment-of-puerto-rican-candies-by-fabrica-de-dulces-la-fe-8-pieces-1-oz-each.html,8.0,80.0,12,Goldenberg's Dark Chocolate Peanut Chews - 2 lbs of Fresh Delicious Assorted Bulk Mini Bars of Candy with Refrigerator Magnet,${env.abxlab_url}goldenberg-s-dark-chocolate-peanut-chews-2-lbs-of-fresh-delicious-assorted-bulk-mini-bars-of-candy-with-refrigerator-magnet.html,14.99,95.0,12,0.24875,18.0,0.5005005005005005,3.0
Chocolate,Papas Assorted Chocolate Covered Creme Eggs 6ct,${env.abxlab_url}papas-assorted-chocolate-covered-creme-eggs-6ct.html,17.67,70.0,12,"GO RAW Organic Live Flax Bar Case, 0.42 OZ (Packaging May Vary)",${env.abxlab_url}go-raw-organic-live-flax-bar-case-0-42-oz-packaging-may-vary.html,14.98,65.0,16,"Mars M&M'S Milk Chocolate Holiday Candy (62 Ounce .),, 62 Ounce ()",${env.abxlab_url}mars-m-m-s-milk-chocolate-holiday-candy-62-ounce-62-ounce.html,21.49,67.0,12,0.1795727636849133,5.0,0.2161856253537066,3.0
Chocolate,Madelaine Solid Premium Milk Chocolate Mini Fish Wrapped in Italian Foil Featuring Exquisite Tropical Fish (1 LB),${env.abxlab_url}madelaine-solid-premium-milk-chocolate-mini-fish-wrapped-in-italian-foil-featuring-exquisite-tropical-fish-1-lb.html,14.95,97.0,12,"Elite Mini Milk Chocolate Bar Variety Pack, 13.7oz (21 Bars), Mini Pesek Zman, Mini Snap, Mini Log, Heavenly Chocolate Bars Made in Israel",${env.abxlab_url}elite-mini-milk-chocolate-bar-variety-pack-13-7oz-21-bars-mini-pesek-zman-mini-snap-mini-log-heavenly-chocolate-bars-made-in-israel.html,12.99,62.0,12,"Bundle of STARBURST Original Fun Size Candy Fruit Chew with a Soft Chewy Texture Strawberry, Cherry, Orange, and Lemon Flavors (4 Pound)",${env.abxlab_url}bundle-of-starburst-original-fun-size-candy-fruit-chew-with-a-soft-chewy-texture-strawberry-cherry-orange-and-lemon-flavors-4-pound.html,19.99,94.0,10,0.1508852963818321,35.0,0.3371237458193979,3.0
Chocolate,Milk Chocolate Rocks 3 pound bag (48 ounces of candy coated chocolate pebbles),${env.abxlab_url}milk-chocolate-rocks-3-pound-bag-48-ounces-of-candy-coated-chocolate-pebbles.html,31.19,85.0,12,"Annabelle's Rocky Road Bars, 1.8 oz Bars, 24 pk",${env.abxlab_url}annabelle-s-rocky-road-bars-1-8-oz-bars-24-pk.html,24.29,67.0,12,"Tru Fru Dark Chocolate Dipped Freeze-Dried Fruit, 12-Pack Grab & Go, Raspberry",${env.abxlab_url}tru-fru-dark-chocolate-dipped-freeze-dried-fruit-12-pack-grab-go-raspberry.html,41.96,80.0,3,0.2840675174969124,18.0,0.3453029817249118,5.0
Chocolate,"Merci Finest Assortment of European Milk Chocolates 8.8 Ounce Box,20 pieces",${env.abxlab_url}merci-finest-assortment-of-european-milk-chocolates-8-8-ounce-box-20-pieces.html,7.99,57.0,12,Hershey’s (1) 2 oz Mini Bag Cadbury Caramello Miniatures -Milk Chocolate and Creamy Caramel- Single Serving Bag,${env.abxlab_url}hershey-s-1-2-oz-mini-bag-cadbury-caramello-miniatures-milk-chocolate-and-creamy-caramel-single-serving-bag.html,6.58,30.0,12,Merci Finest Assortment of European Chocolates. 400grams / 14.1 ounces . 32 pieces of individually wrapped Fine European Chocolates,${env.abxlab_url}merci-finest-assortment-of-european-chocolates-400grams-14-1-ounces-32-pieces-of-individually-wrapped-fine-european-chocolates.html,11.99,53.0,12,0.2142857142857143,27.0,0.5006257822277848,4.0
Chocolate,Lindt Lindor Orange Milk Chocolate Truffles 200G,${env.abxlab_url}lindt-lindor-orange-milk-chocolate-truffles-200g.html,23.1,85.0,11,"Hershey's Holiday Kisses - Candy Cane, 4.45 lbs (71 ounces)",${env.abxlab_url}hershey-s-holiday-kisses-candy-cane-4-45-lbs-71-ounces.html,20.51,67.0,12,"KIT KAT Easter Candy, Milk Chocolate Wafer Thank You Appreciation Candy Bars, Great as a Gift, 4.5 oz Bars, 12 Count",${env.abxlab_url}kit-kat-easter-candy-milk-chocolate-wafer-thank-you-appreciation-candy-bars-great-as-a-gift-4-5-oz-bars-12-count.html,24.76,80.0,9,0.1262798634812286,18.0,0.0718614718614718,5.0
Chocolate,Woodstock Candy ~ 1991~ 31st Birthday Gifts for Women and Men ~ Vintage Assorted Candy for Him or Her ~ Retro Snack Pack for 31 Year Old Man or Woman ~ Nostalgic Candy Present Box,${env.abxlab_url}woodstock-candy-1991-31st-birthday-gifts-for-women-and-men-vintage-assorted-candy-for-him-or-her-retro-snack-pack-for-31-year-old-man-or-woman-nostalgic-candy-present-box.html,38.9,88.0,12,"HERSHEY'S Chocolate Bar, Milk Chocolate Snack Size Candy Bar, 5 Pound Bulk Package",${env.abxlab_url}hershey-s-chocolate-bar-milk-chocolate-snack-size-candy-bar-5-pound-bulk-package.html,32.5,58.0,12,Dove Dark Chocolate Sharing Size Candy Bar 3.30-Ounce Bar 12-Count Box,${env.abxlab_url}dove-dark-chocolate-sharing-size-candy-bar-3-30-ounce-bar-12-count-box.html,41.85,85.0,12,0.1969230769230768,30.0,0.0758354755784062,3.0
Chocolate,Sugar Free Hershey Milk Chocolate Mini Bars - Two 3 ounce bags of individually wrapped chocolates with Refrigerator Magnet,${env.abxlab_url}sugar-free-hershey-milk-chocolate-mini-bars-two-3-ounce-bags-of-individually-wrapped-chocolates-with-refrigerator-magnet.html,10.99,100.0,6,Madelaine Solid Milk Chocolate Golf Ball Party Favors Wrapped In Italian Foil (1/2 LB),${env.abxlab_url}madelaine-solid-milk-chocolate-golf-ball-party-favors-wrapped-in-italian-foil-1-2-lb.html,9.35,76.0,10,"Madelaine Premium Milk Chocolate Gold Coins (Large Coins, 1/2 LB)",${env.abxlab_url}madelaine-premium-milk-chocolate-gold-coins-large-coins-1-2-lb.html,14.35,97.0,12,0.1754010695187166,24.0,0.305732484076433,3.0
Cookies,Lucy's - Gluten Free Cookies Cinnamon Thin - 5.5 oz (pack of 2),${env.abxlab_url}lucy-s-gluten-free-cookies-cinnamon-thin-5-5-oz-pack-of-2.html,17.99,77.0,12,Cameo Creme Sandwich Cookies 12 Pack,${env.abxlab_url}cameo-creme-sandwich-cookies-12-pack.html,15.99,60.0,8,Fresh Sicilian Candied Orange Peel - Frank and Sal Bakery.. 1 Pound,${env.abxlab_url}fresh-sicilian-candied-orange-peel-frank-and-sal-bakery-1-pound.html,22.0,73.0,11,0.1250781738586615,17.0,0.2229016120066704,4.0
Cookies,"Triple Chocolate Cookie Filled with Fudge and Hershey's Chocolate Chips, 12 Pack",${env.abxlab_url}triple-chocolate-cookie-filled-with-fudge-and-hershey-s-chocolate-chips-12-pack.html,21.99,78.0,12,SuperFat Cookies Keto Snack Low Carb Food Cookies- Chocolate Chip 3 Pack - Gluten Free Dessert Sweets with No Sugar Added for Paleo Healthy Diabetic Diets,${env.abxlab_url}superfat-cookies-keto-snack-low-carb-food-cookies-chocolate-chip-3-pack-gluten-free-dessert-sweets-with-no-sugar-added-for-paleo-healthy-diabetic-diets.html,17.99,62.0,12,"Journey of Asia ""Seri's Choice KOREAN Snack"" Box 36 Count Individual Wrapped Essentials Packs of Candy, Snacks, Chips, Cookies, Treats for Kids, Children, College Students, Adult and Senior",${env.abxlab_url}journey-of-asia-seri-s-choice-korean-snack-box-36-count-individual-wrapped-essentials-packs-of-candy-snacks-chips-cookies-treats-for-kids-children-college-students-adult-and-senior.html,27.84,75.0,12,0.2223457476375764,16.0,0.2660300136425649,3.0
Cookies,"Oreo Double Stuff Chocolate Sandwich Cookie, 15.35-Ounce (Pack of 4)",${env.abxlab_url}oreo-double-stuff-chocolate-sandwich-cookie-15-35-ounce-pack-of-4.html,42.44,73.0,12,Meiji Chocorooms 1.34 Oz (Pack of 2),${env.abxlab_url}meiji-chocorooms-1-34-oz-pack-of-2.html,38.5,53.0,12,ROYCE' Baton Cookies [Coconut 25pcs] & [Hazel Cacao 25pcs] Sapporo Hokkaido Japan Import,${env.abxlab_url}royce-baton-cookies-coconut-25pcs-hazel-cacao-25pcs-sapporo-hokkaido-japan-import.html,54.67,68.0,12,0.1023376623376622,20.0,0.2881715362865222,5.0
Cookies,"The best and ultimate Korean Snack Box 25 Count with Korean Fire Noodles, Chips, Candy, Cookies, Variety Assortment. Excellent Gift for Birthdays or Holidays.",${env.abxlab_url}the-best-and-ultimate-korean-snack-box-25-count-with-korean-fire-noodles-chips-candy-cookies-variety-assortment-excellent-gift-for-birthdays-or-holidays.html,24.99,100.0,5,"Mulino Bianco: ""Chicche"" Shortcake filled with cocoa cream - 7.05 Oz (200g) [ Italian Import ]",${env.abxlab_url}mulino-bianco-chicche-shortcake-filled-with-cocoa-cream-7-05-oz-200g-italian-import.html,22.0,65.0,5,"CHIPS AHOY! Chewy Chocolate Chip Cookies, 13 ounce (Pack of 12)",${env.abxlab_url}chips-ahoy-chewy-chocolate-chip-cookies-13-ounce-pack-of-12.html,29.95,97.0,6,0.1359090909090908,35.0,0.1984793917567027,3.0
Cookies,Nairns Gluten Free Stem Ginger Biscuit Break 160g - 3 Pack,${env.abxlab_url}nairns-gluten-free-stem-ginger-biscuit-break-160g-3-pack.html,19.4,87.0,12,"Nabisco Nilla Wafers, 2 pk./15 oz.",${env.abxlab_url}nabisco-nilla-wafers-2-pk-15-oz.html,16.89,75.0,17,"Meiji Hello Panda Variety Snack Peak Gift Box (4 flavors – 7 oz each): Chocolate, Caramel, Vanilla, and Strawberry",${env.abxlab_url}meiji-hello-panda-variety-snack-peak-gift-box-4-flavors-7-oz-each-chocolate-caramel-vanilla-and-strawberry.html,24.99,82.0,12,0.1486086441681467,12.0,0.2881443298969072,5.0
Cookies,"Fieldstone Bakery Oatmeal Crème Pies, 2 Boxes, 48 Individually Wrapped Cookies",${env.abxlab_url}fieldstone-bakery-oatmeal-creme-pies-2-boxes-48-individually-wrapped-cookies.html,22.84,85.0,11,SuperFat Cookies Keto Snack Low Carb Food Cookies- Chocolate Chip 3 Pack - Gluten Free Dessert Sweets with No Sugar Added for Paleo Healthy Diabetic Diets,${env.abxlab_url}superfat-cookies-keto-snack-low-carb-food-cookies-chocolate-chip-3-pack-gluten-free-dessert-sweets-with-no-sugar-added-for-paleo-healthy-diabetic-diets.html,17.99,62.0,12,"Meiji Hello Panda Variety Snack Peak Gift Box (4 flavors – 7 oz each): Chocolate, Caramel, Vanilla, and Strawberry",${env.abxlab_url}meiji-hello-panda-variety-snack-peak-gift-box-4-flavors-7-oz-each-chocolate-caramel-vanilla-and-strawberry.html,24.99,82.0,12,0.2695942190105615,23.0,0.0941330998248685,3.0
Cookies,"CHIPS AHOY! Chewy Chocolate Chip Cookies, 13 ounce (Pack of 12)",${env.abxlab_url}chips-ahoy-chewy-chocolate-chip-cookies-13-ounce-pack-of-12.html,29.95,97.0,6,"Korean snack box variety pack assorted Individual Wrapped snacks - chips, cookies, candy, kimchi ramen noodle, cookies, pies, for kids, children, college, adult, birthday",${env.abxlab_url}korean-snack-box-variety-pack-assorted-individual-wrapped-snacks-chips-cookies-candy-kimchi-ramen-noodle-cookies-pies-for-kids-children-college-adult-birthday.html,25.99,85.0,12,Effie's Homemade Oatcakes (6 Pack),${env.abxlab_url}effie-s-homemade-oatcakes-6-pack.html,34.83,93.0,12,0.1523662947287418,12.0,0.1629382303839732,4.0
Cookies,"Chips Ahoy! Chunky White Fudge Chocolate Chip Cookies, 1 Pack (11.75 oz.), 11.75 oz",${env.abxlab_url}chips-ahoy-chunky-white-fudge-chocolate-chip-cookies-1-pack-11-75-oz-11-75-oz.html,25.67,73.0,4,"Samoas Girl Scout Cookies (Caramel DeLites) 2 Pack, 7oz Each - Comes with 4 Fun, Unique Recipes for Thin Mints, Samoas, Tagalongs and Do-si-dos",${env.abxlab_url}samoas-girl-scout-cookies-caramel-delites-2-pack-7oz-each-comes-with-4-fun-unique-recipes-for-thin-mints-samoas-tagalongs-and-do-si-dos.html,23.36,60.0,4,Necco Chocolate Wafers Pack of 24 Rolls,${env.abxlab_url}necco-chocolate-wafers-pack-of-24-rolls.html,28.08,70.0,12,0.0988869863013699,13.0,0.093883911180366,3.0
Cookies,"Archway Cookies, Oatmeal Classic Soft, 9.5 Oz",${env.abxlab_url}archway-cookies-oatmeal-classic-soft-9-5-oz.html,29.53,80.0,12,Linden's Fudge Chip Cookies 3 Cookies Per Pack (Pack of 18),${env.abxlab_url}linden-s-fudge-chip-cookies-3-cookies-per-pack-pack-of-18.html,23.98,67.0,12,"Emmy's Organic Coconut Cookies Variety Pack of 4 Flavors ( Peanut Butter, Vanilla Bean, Chocolate Chip, Dark Cacao ) 6 Ounce",${env.abxlab_url}emmy-s-organic-coconut-cookies-variety-pack-of-4-flavors-peanut-butter-vanilla-bean-chocolate-chip-dark-cacao-6-ounce.html,31.99,76.0,10,0.231442869057548,13.0,0.0833051134439552,4.0
Cookies,"Gullon SF Fiber Cookies 6 Ounce, 170 Gram, Pack of 5",${env.abxlab_url}gullon-sf-fiber-cookies-6-ounce-170-gram-pack-of-5.html,14.44,68.0,12,Mcvitie's Digestives - 400g - Pack of 3 (400g x 3),${env.abxlab_url}mcvitie-s-digestives-400g-pack-of-3-400g-x-3.html,12.81,37.0,12,"Mulino Bianco: ""Chicche"" Shortcake filled with cocoa cream - 7.05 Oz (200g) [ Italian Import ]",${env.abxlab_url}mulino-bianco-chicche-shortcake-filled-with-cocoa-cream-7-05-oz-200g-italian-import.html,22.0,65.0,5,0.1272443403590943,31.0,0.5235457063711911,3.0
Cookies,Jovial Einkorn Cookies | Crispy Cocoa Cookies | USDA Certified Organic | High Protein | Fair Trade Certified | All Natural Ingredients | Low Carb | Low Sugar | Palm Done Right | 8.8 oz,${env.abxlab_url}jovial-einkorn-cookies-crispy-cocoa-cookies-usda-certified-organic-high-protein-fair-trade-certified-all-natural-ingredients-low-carb-low-sugar-palm-done-right-8-8-oz.html,14.12,73.0,12,"Puffy Crisp Cookies Biscuits Feuilletes, 150g 5.3oz (Pack of 4)",${env.abxlab_url}puffy-crisp-cookies-biscuits-feuilletes-150g-5-3oz-pack-of-4.html,12.99,50.0,8,"OREO Mini Golden Sandwich Cookies, Vanilla Flavor, 12 Big Bags",${env.abxlab_url}oreo-mini-golden-sandwich-cookies-vanilla-flavor-12-big-bags.html,15.41,70.0,10,0.0869899923017705,23.0,0.0913597733711048,3.0
Cookies,"OREO Chocolate Sandwich Cookies, Family Size, 19.1 oz",${env.abxlab_url}oreo-chocolate-sandwich-cookies-family-size-19-1-oz.html,46.32,88.0,12,Meiji Chocorooms 1.34 Oz (Pack of 2),${env.abxlab_url}meiji-chocorooms-1-34-oz-pack-of-2.html,38.5,53.0,12,"Partake Crunchy Cookies - Chocolate Chip | 4 Boxes | Vegan & Gluten Free | Free of Top 8 Allergens- Dairy Free, Nut Free, Egg Free, Wheat Free, Soy Free, Fish Free | 5.5 Oz | 15 Cookies Each",${env.abxlab_url}partake-crunchy-cookies-chocolate-chip-4-boxes-vegan-gluten-free-free-of-top-8-allergens-dairy-free-nut-free-egg-free-wheat-free-soy-free-fish-free-5-5-oz-15-cookies-each.html,52.18,85.0,12,0.2031168831168831,35.0,0.1265112262521588,3.0
Cookies,Tate's Bake Shop - Tiny Tate's Bite Size Chocolate Chip Cookies 1oz Bags (Each bag contains 12 bite size cookies) (Pack of 24),${env.abxlab_url}tate-s-bake-shop-tiny-tate-s-bite-size-chocolate-chip-cookies-1oz-bags-each-bag-contains-12-bite-size-cookies-pack-of-24.html,35.66,88.0,12,"Oreo Original & Double Stuf Gluten Free Cookies Variety Pack, 4 Count",${env.abxlab_url}oreo-original-double-stuf-gluten-free-cookies-variety-pack-4-count.html,29.9,83.0,12,"Tates Bake Shop Coconut Crisp Cookies, 7 Oz (3)",${env.abxlab_url}tates-bake-shop-coconut-crisp-cookies-7-oz-3.html,41.15,85.0,12,0.1926421404682273,5.0,0.1539540100953449,3.0
Cookies,Gullon Sugar Free Maria Cookie Net Wt. 7 Oz (200g) Pack of 6,${env.abxlab_url}gullon-sugar-free-maria-cookie-net-wt-7-oz-200g-pack-of-6.html,14.6,83.0,12,"Pocky Biscuit Sticks Variety, Chocolate, Strawberry, Cookies & Cream, and Almond ,Pack of 4 Boxes",${env.abxlab_url}pocky-biscuit-sticks-variety-chocolate-strawberry-cookies-cream-and-almond-pack-of-4-boxes.html,12.95,68.0,10,Harry & David Dark Chocolate Wafer Rolls 10 oz,${env.abxlab_url}harry-david-dark-chocolate-wafer-rolls-10-oz.html,15.95,80.0,3,0.1274131274131274,15.0,0.0924657534246575,3.0
Cookies,"Enjoy Life, Snickerdoodle Cookies, 6 oz, Package may vary",${env.abxlab_url}enjoy-life-snickerdoodle-cookies-6-oz-package-may-vary.html,18.41,73.0,12,"Danisa Butter Cookies In Tin, 32 Oz",${env.abxlab_url}danisa-butter-cookies-in-tin-32-oz.html,15.04,67.0,11,"OREO Chocolate Sandwich Cookies, Family Size, 12 - 19.1 Ounce Packs (Pack of 12)",${env.abxlab_url}oreo-chocolate-sandwich-cookies-family-size-12-19-1-ounce-packs-pack-of-12.html,19.91,70.0,12,0.2240691489361703,6.0,0.0814774579033134,3.0
Cookies,"OREO Golden Sandwich Cookies, Family Size, 12 - 19.1 oz Packs",${env.abxlab_url}oreo-golden-sandwich-cookies-family-size-12-19-1-oz-packs.html,45.48,92.0,10,CYBELES COOKIE CHC CHNK BROWNIE,${env.abxlab_url}cybeles-cookie-chc-chnk-brownie.html,38.36,73.0,12,"Newtons Soft & Fruit Chewy Triple Berry Fruit Cookies, 10 oz Pack",${env.abxlab_url}newtons-soft-fruit-chewy-triple-berry-fruit-cookies-10-oz-pack.html,53.66,87.0,12,0.1856100104275286,19.0,0.1798592788038698,5.0
Cookies,"OREO Mini Golden Sandwich Cookies, Vanilla Flavor, 12 Big Bags",${env.abxlab_url}oreo-mini-golden-sandwich-cookies-vanilla-flavor-12-big-bags.html,15.41,70.0,10,"Glutenull Ginger Squares - Gluten-Free, Vegan, Non-GMO - 320 grams",${env.abxlab_url}glutenull-ginger-squares-gluten-free-vegan-non-gmo-320-grams.html,11.99,48.0,12,Jovial Einkorn Cookies | Checkboard Cookies | USDA Certified Organic | High Protein | Fair Trade Certified | All Natural Ingredients | Low Carb | Low Sugar | Palm Done Right | 8.8 oz (2 Pack),${env.abxlab_url}jovial-einkorn-cookies-checkboard-cookies-usda-certified-organic-high-protein-fair-trade-certified-all-natural-ingredients-low-carb-low-sugar-palm-done-right-8-8-oz-2-pack.html,17.79,67.0,3,0.2852376980817347,22.0,0.1544451654769629,3.0
Cookies,"Dibella Gourmet Biscotti, Cherry Chocolate",${env.abxlab_url}dibella-gourmet-biscotti-cherry-chocolate.html,14.79,100.0,4,Fudge's Salted Caramel Florentines - 8 per pack,${env.abxlab_url}fudge-s-salted-caramel-florentines-8-per-pack.html,13.53,80.0,3,"Pepperidge Farm Milano Cookies, Dark Chocolate: 30 Count (0.75 oz)",${env.abxlab_url}pepperidge-farm-milano-cookies-dark-chocolate-30-count-0-75-oz.html,24.99,97.0,7,0.0931263858093126,20.0,0.6896551724137931,3.0
Cookies,"Pepperidge Farm Milano Cookies, Pumpkin Spice, 7 oz. Bag",${env.abxlab_url}pepperidge-farm-milano-cookies-pumpkin-spice-7-oz-bag.html,67.28,65.0,12,Lenny and Larry's The Complete Cookie - Double Chocolate - 4 Ounce,${env.abxlab_url}lenny-and-larry-s-the-complete-cookie-double-chocolate-4-ounce.html,54.32,53.0,11,"Pepperidge Farm Milano Cookies, Raspberry Chocolate, 7 oz. Bag",${env.abxlab_url}pepperidge-farm-milano-cookies-raspberry-chocolate-7-oz-bag.html,83.76,60.0,1,0.2385861561119293,12.0,0.2449464922711058,5.0
Cookies,Bagley - Rumba 112g - 2 Pack,${env.abxlab_url}bagley-rumba-112g-2-pack.html,18.0,80.0,10,Jovial Einkorn Cookies | Crispy Cocoa Cookies | USDA Certified Organic | High Protein | Fair Trade Certified | All Natural Ingredients | Low Carb | Low Sugar | Palm Done Right | 8.8 oz,${env.abxlab_url}jovial-einkorn-cookies-crispy-cocoa-cookies-usda-certified-organic-high-protein-fair-trade-certified-all-natural-ingredients-low-carb-low-sugar-palm-done-right-8-8-oz.html,14.12,73.0,12,"Whole Foods Market, Cookie Peanut Butter Mini 18 Count, 12 Ounce",${env.abxlab_url}whole-foods-market-cookie-peanut-butter-mini-18-count-12-ounce.html,24.6,77.0,12,0.2747875354107649,7.0,0.3666666666666667,3.0
Cookies,"Nutter Butter Family Size Peanut Butter Sandwich Cookies, Valentine Cookies, 4 - 16 oz Packs",${env.abxlab_url}nutter-butter-family-size-peanut-butter-sandwich-cookies-valentine-cookies-4-16-oz-packs.html,42.02,78.0,12,CYBELES COOKIE CHC CHNK BROWNIE,${env.abxlab_url}cybeles-cookie-chc-chnk-brownie.html,38.36,73.0,12,Lenny & Larry's Birthday Cake Cookies (12 Cookies),${env.abxlab_url}lenny-larry-s-birthday-cake-cookies-12-cookies.html,49.99,75.0,12,0.0954118873826904,5.0,0.189671584959543,3.0
Cookies,Girl Scout Cookies Samoas 2 Boxes of 15 Cookies,${env.abxlab_url}girl-scout-cookies-samoas-2-boxes-of-15-cookies.html,23.99,60.0,8,"Little Debbie Nutty Bars 2 boxes of 12 twin-packs each, 24 twin-packs total",${env.abxlab_url}little-debbie-nutty-bars-2-boxes-of-12-twin-packs-each-24-twin-packs-total.html,18.79,47.0,11,Meiji Chocorooms 1.34 Oz (Pack of 2),${env.abxlab_url}meiji-chocorooms-1-34-oz-pack-of-2.html,38.5,53.0,12,0.2767429483767961,13.0,0.6048353480616925,7.0
Cookies,"PARTAKE FOODS Carrot Oat Mini Cookies, 5.5 OZ",${env.abxlab_url}partake-foods-carrot-oat-mini-cookies-5-5-oz.html,9.9,80.0,4,"E&C's, Cookie Oatmeal Chocolate Chip Heavenly Hunk, 6 Ounce",${env.abxlab_url}e-c-s-cookie-oatmeal-chocolate-chip-heavenly-hunk-6-ounce.html,9.16,70.0,2,"Dad's Oatmeal Chocolate Chip Cookies, 305g",${env.abxlab_url}dad-s-oatmeal-chocolate-chip-cookies-305g.html,12.5,76.0,6,0.0807860262008733,10.0,0.2626262626262626,4.0
Cookies,Biscoff Sandwich Cookie Variety Pack of 3,${env.abxlab_url}biscoff-sandwich-cookie-variety-pack-of-3.html,17.97,91.0,11,Jovial Einkorn Cookies | Crispy Cocoa Cookies | USDA Certified Organic | High Protein | Fair Trade Certified | All Natural Ingredients | Low Carb | Low Sugar | Palm Done Right | 8.8 oz,${env.abxlab_url}jovial-einkorn-cookies-crispy-cocoa-cookies-usda-certified-organic-high-protein-fair-trade-certified-all-natural-ingredients-low-carb-low-sugar-palm-done-right-8-8-oz.html,14.12,73.0,12,"Paleo Hazelnut Alfajores, 4 Cookies (Pack of 4). 16 Alfajores in total",${env.abxlab_url}paleo-hazelnut-alfajores-4-cookies-pack-of-4-16-alfajores-in-total.html,19.0,88.0,10,0.2726628895184136,18.0,0.0573177518085699,3.0
