model,sample,exp_name,arm,product_id,category,template_title,unit,qty_S,qty_M,qty_L,P_S,P_M,P_L,reward,n_steps,cost,chosen_value_id,chosen_role,completed,chose_target,chose_decoy,chose_competitor
claude-opus-4-6,2,exp68,baseline,47853,Chocolate,Milk Chocolate Covered Raisins,lb,1.0,2.0,3.0,13.36,,26.99,1.0,2,0.1073,337056,small,True,False,False,True
claude-opus-4-6,2,exp69,treat-medium,47853,Chocolate,Milk Chocolate Covered Raisins,lb,1.0,2.0,3.0,13.36,24.29,26.99,1.0,2,0.1039,337058,large,True,True,False,False
claude-opus-4-6,2,exp7,treat-medium,45488,Cookies,Cheese Wafer,count,40.0,60.0,80.0,9.46,12.9,14.33,1.0,2,0.1245,186848,small,True,False,False,True
claude-opus-4-6,2,exp70,baseline,80276,Chocolate,Dark Chocolate Peanut Butter Cups,oz,2.53,4.19,6.0,6.52,,10.9,1.0,2,0.1018,331533,small,True,False,False,True
claude-opus-4-6,2,exp71,treat-medium,80276,Chocolate,Dark Chocolate Peanut Butter Cups,oz,2.53,4.19,6.0,6.52,9.81,10.9,1.0,2,0.1293,331534,medium,True,False,True,False
claude-opus-4-6,2,exp72,baseline,57985,Toothpaste,"Enamelon Fluoride Toothpaste, ,- Mint Breeze",pack,2.0,3.0,4.0,13.19,,19.98,1.0,2,0.1082,206281,large,True,True,False,False
claude-opus-4-6,2,exp73,treat-medium,57985,Toothpaste,"Enamelon Fluoride Toothpaste, ,- Mint Breeze",pack,2.0,3.0,4.0,13.19,17.98,19.98,1.0,2,0.1148,206281,large,True,True,False,False
claude-opus-4-6,2,exp8,baseline,45546,Chocolate,Caramel Apple Candy Corn,lb,1.0,2.0,3.0,6.71,,13.56,1.0,2,0.1199,186947,small,True,False,False,True
claude-opus-4-6,2,exp9,treat-medium,45546,Chocolate,Caramel Apple Candy Corn,lb,1.0,2.0,3.0,6.71,12.2,13.56,1.0,2,0.1036,186948,medium,True,False,True,False
claude-opus-4-6,3,exp0,baseline,22586,Cookies,Animal Crackers Original,pack,1.0,2.0,3.0,7.74,,15.63,1.0,2,0.0967,74712,small,True,False,False,True
claude-opus-4-6,3,exp1,treat-medium,22586,Cookies,Animal Crackers Original,pack,1.0,2.0,3.0,7.74,14.07,15.63,1.0,2,0.1158,74712,small,True,False,False,True
claude-opus-4-6,3,exp10,baseline,47622,Cookies,Danish Style Butter Cookies,pack,1.0,2.0,3.0,18.31,,36.99,1.0,2,0.1006,336615,large,True,True,False,False
claude-opus-4-6,3,exp11,treat-medium,47622,Cookies,Danish Style Butter Cookies,pack,1.0,2.0,3.0,18.31,33.29,36.99,1.0,2,0.0997,336615,large,True,True,False,False
claude-opus-4-6,3,exp12,baseline,103693,Chocolate,Dark Chocolate Nonpareils,lb,1.0,2.0,3.0,6.43,,12.99,1.0,2,0.0998,437874,small,True,False,False,True
claude-opus-4-6,3,exp13,treat-medium,103693,Chocolate,Dark Chocolate Nonpareils,lb,1.0,2.0,3.0,6.43,11.69,12.99,1.0,2,0.1117,437874,small,True,False,False,True
claude-opus-4-6,3,exp14,baseline,79772,Cookies,Garlic Parmesan Bread Chips,pack,1.0,2.0,3.0,10.19,,20.59,1.0,2,0.0992,330541,small,True,False,False,True
claude-opus-4-6,3,exp15,treat-medium,79772,Cookies,Garlic Parmesan Bread Chips,pack,1.0,2.0,3.0,10.19,18.53,20.59,1.0,2,0.1088,330542,medium,True,False,True,False
claude-opus-4-6,3,exp16,baseline,103152,Chocolate,Opera Creme Milk Chocolate,lb,1.0,2.0,3.0,13.85,,27.99,1.0,2,0.0977,437245,small,True,False,False,True
claude-opus-4-6,3,exp17,treat-medium,103152,Chocolate,Opera Creme Milk Chocolate,lb,1.0,2.0,3.0,13.85,25.19,27.99,1.0,2,0.0995,437245,small,True,False,False,True
claude-opus-4-6,3,exp18,baseline,102021,Cookies,Ultimate Holiday Cookie Collection,pack,3.0,6.0,9.0,26.37,,53.28,1.0,2,0.0989,435498,small,True,False,False,True
claude-opus-4-6,3,exp19,treat-medium,102021,Cookies,Ultimate Holiday Cookie Collection,pack,3.0,6.0,9.0,26.37,47.95,53.28,1.0,2,0.1043,435498,small,True,False,False,True
claude-opus-4-6,3,exp2,baseline,44424,Cheese,Genuine Grana Padano Aged 24 Months Italian Import,lb,1.0,2.0,3.0,24.74,,49.99,1.0,2,0.0978,185461,large,True,True,False,False
claude-opus-4-6,3,exp20,baseline,90391,Chocolate,Greek Yogurt Coated Blueberries,lb,1.0,2.0,3.0,9.4,,18.99,1.0,2,0.1025,386669,small,True,False,False,True
claude-opus-4-6,3,exp21,treat-medium,90391,Chocolate,Greek Yogurt Coated Blueberries,lb,1.0,2.0,3.0,9.4,17.09,18.99,1.0,2,0.1082,386669,small,True,False,False,True
claude-opus-4-6,3,exp22,baseline,78105,Cheese,Fresh Snacking Mozzarella Cheese (32 oz each),pack,2.0,3.0,4.0,38.94,,59.0,1.0,2,0.1039,328358,small,True,False,False,True
claude-opus-4-6,3,exp23,treat-medium,78105,Cheese,Fresh Snacking Mozzarella Cheese (32 oz each),pack,2.0,3.0,4.0,38.94,53.1,59.0,1.0,2,0.1128,328358,small,True,False,False,True
claude-opus-4-6,3,exp24,baseline,80649,Cheese,Parmesan Cheese,pack,1.0,2.0,3.0,9.87,,19.95,1.0,2,0.0983,332077,small,True,False,False,True
claude-opus-4-6,3,exp25,treat-medium,80649,Cheese,Parmesan Cheese,pack,1.0,2.0,3.0,9.87,17.95,19.95,1.0,2,0.101,332077,small,True,False,False,True
claude-opus-4-6,3,exp26,baseline,79778,Chocolate,Lemon Creme Milk Chocolate,lb,1.0,2.0,3.0,13.85,,27.99,1.0,2,0.1007,330563,small,True,False,False,True
claude-opus-4-6,3,exp27,treat-medium,79778,Chocolate,Lemon Creme Milk Chocolate,lb,1.0,2.0,3.0,13.85,25.19,27.99,1.0,2,0.1052,330563,small,True,False,False,True
claude-opus-4-6,3,exp28,baseline,46185,Cheese,Pepper Joe’s Ghost Pepper Cheese Curds,pack,1.0,2.0,3.0,12.9,,26.06,1.0,2,0.0979,334588,small,True,False,False,True
claude-opus-4-6,3,exp29,treat-medium,46185,Cheese,Pepper Joe’s Ghost Pepper Cheese Curds,pack,1.0,2.0,3.0,12.9,23.45,26.06,1.0,2,0.1004,334588,small,True,False,False,True
claude-opus-4-6,3,exp3,treat-medium,44424,Cheese,Genuine Grana Padano Aged 24 Months Italian Import,lb,1.0,2.0,3.0,24.74,44.99,49.99,1.0,2,0.1005,185461,large,True,True,False,False
claude-opus-4-6,3,exp30,baseline,23200,Cookies,Bourbon Cookies,pack,1.0,2.0,3.0,4.39,,8.88,1.0,2,0.0991,75565,small,True,False,False,True
claude-opus-4-6,3,exp31,treat-medium,23200,Cookies,Bourbon Cookies,pack,1.0,2.0,3.0,4.39,7.99,8.88,1.0,2,0.1025,75567,large,True,True,False,False
claude-opus-4-6,3,exp32,baseline,48607,Yogurt,Fruit on the Bottom Non-Fat Delicious Greek Yogurt — 20 Cups per Pack,pack,2.0,3.0,4.0,65.99,,99.99,1.0,2,0.1008,340950,small,True,False,False,True
claude-opus-4-6,3,exp33,treat-medium,48607,Yogurt,Fruit on the Bottom Non-Fat Delicious Greek Yogurt — 20 Cups per Pack,pack,2.0,3.0,4.0,65.99,89.99,99.99,1.0,2,0.1009,340952,large,True,True,False,False
claude-opus-4-6,3,exp34,baseline,79257,Breads,Sweet Rolls,pack,1.0,2.0,3.0,9.89,,19.99,1.0,2,0.1038,329908,small,True,False,False,True
claude-opus-4-6,3,exp35,treat-medium,79257,Breads,Sweet Rolls,pack,1.0,2.0,3.0,9.89,17.99,19.99,1.0,2,0.1035,329908,small,True,False,False,True
claude-opus-4-6,3,exp36,baseline,21011,Cookies,Mint Chip & Chocolate Chip Cookies,lb,1.0,2.0,3.0,6.9,,13.95,1.0,2,0.1051,72491,small,True,False,False,True
claude-opus-4-6,3,exp37,treat-medium,21011,Cookies,Mint Chip & Chocolate Chip Cookies,lb,1.0,2.0,3.0,6.9,12.55,13.95,1.0,2,0.1012,72491,small,True,False,False,True
claude-opus-4-6,3,exp38,baseline,22861,Chocolate,"Russian, Polish & Ukrainian Candy Mix",lb,1.0,2.0,3.0,20.78,,41.99,1.0,2,0.1112,75151,large,True,True,False,False
claude-opus-4-6,3,exp39,treat-medium,22861,Chocolate,"Russian, Polish & Ukrainian Candy Mix",lb,1.0,2.0,3.0,20.78,37.79,41.99,1.0,2,0.104,75151,large,True,True,False,False
claude-opus-4-6,3,exp4,baseline,21375,Cookies,Cream Crackers,pack,2.0,4.0,6.0,5.44,,10.99,1.0,2,0.1,72906,small,True,False,False,True
claude-opus-4-6,3,exp40,baseline,44786,Cookies,French Cookies LU Barquettes Strawberry,pack,2.0,4.0,6.0,4.58,,9.26,1.0,2,0.0973,185933,large,True,True,False,False
claude-opus-4-6,3,exp41,treat-medium,44786,Cookies,French Cookies LU Barquettes Strawberry,pack,2.0,4.0,6.0,4.58,8.33,9.26,1.0,2,0.1005,185933,large,True,True,False,False
claude-opus-4-6,3,exp42,baseline,47084,Cereals,"Organic Cracked Wheat Berries - Non-GMO. Cleaned, Crushed & Sifted Hard Red Winter Groats",lb,2.5,5.0,8.0,12.31,,24.88,1.0,2,0.103,335875,small,True,False,False,True
claude-opus-4-6,3,exp43,treat-medium,47084,Cereals,"Organic Cracked Wheat Berries - Non-GMO. Cleaned, Crushed & Sifted Hard Red Winter Groats",lb,2.5,5.0,8.0,12.31,22.39,24.88,1.0,2,0.1019,335875,small,True,False,False,True
claude-opus-4-6,3,exp44,baseline,22456,Chocolate,Chocolate Bar - Creamy Milk Chocolate and Crisped Rice - Individually wrapped Snack Size Crunch Candy bars – Bulk Pack,lb,1.0,2.0,3.0,11.12,,22.46,1.0,2,0.105,74588,small,True,False,False,True
claude-opus-4-6,3,exp45,treat-medium,22456,Chocolate,Chocolate Bar - Creamy Milk Chocolate and Crisped Rice - Individually wrapped Snack Size Crunch Candy bars – Bulk Pack,lb,1.0,2.0,3.0,11.12,20.21,22.46,1.0,2,0.122,74589,medium,True,False,True,False
claude-opus-4-6,3,exp46,baseline,102384,Cookies,Traditional Christmas Wafers,count,6.0,8.0,12.0,11.13,,14.99,1.0,2,0.0984,436123,large,True,True,False,False
claude-opus-4-6,3,exp47,treat-medium,102384,Cookies,Traditional Christmas Wafers,count,6.0,8.0,12.0,11.13,13.49,14.99,1.0,2,0.1,436123,large,True,True,False,False
claude-opus-4-6,3,exp48,baseline,46606,Cereals,Golden Crunchy Granola,lb,0.375,0.75,1.0,4.12,,8.33,1.0,2,0.1086,335261,large,True,True,False,False
claude-opus-4-6,3,exp49,treat-medium,46606,Cereals,Golden Crunchy Granola,lb,0.375,0.75,1.0,4.12,7.5,8.33,1.0,2,0.1051,335260,medium,True,False,True,False
claude-opus-4-6,3,exp5,treat-medium,21375,Cookies,Cream Crackers,pack,2.0,4.0,6.0,5.44,9.89,10.99,1.0,2,0.1053,72906,small,True,False,False,True
claude-opus-4-6,3,exp50,baseline,46141,Cereals,"Organic Rolled Oats - Old-Fashioned, 100% Whole Grain, Non-GMO, Kosher, Bulk",lb,5.0,10.0,15.0,14.29,,28.87,1.0,2,0.1006,334551,small,True,False,False,True
claude-opus-4-6,3,exp51,treat-medium,46141,Cereals,"Organic Rolled Oats - Old-Fashioned, 100% Whole Grain, Non-GMO, Kosher, Bulk",lb,5.0,10.0,15.0,14.29,25.98,28.87,1.0,2,0.1125,334552,medium,True,False,True,False
claude-opus-4-6,3,exp52,baseline,102417,Cookies,Petit dark flour wafers,pack,3.0,5.0,8.0,27.42,,46.16,1.0,2,0.0987,436172,small,True,False,False,True
claude-opus-4-6,3,exp53,treat-medium,102417,Cookies,Petit dark flour wafers,pack,3.0,5.0,8.0,27.42,41.54,46.16,1.0,2,0.1199,436172,small,True,False,False,True
claude-opus-4-6,3,exp54,baseline,78559,Cookies,Japan Mini Chocolate Chips,pack,3.0,5.0,8.0,12.36,,20.8,1.0,2,0.0977,329003,small,True,False,False,True
claude-opus-4-6,3,exp55,treat-medium,78559,Cookies,Japan Mini Chocolate Chips,pack,3.0,5.0,8.0,12.36,18.72,20.8,1.0,2,0.1018,329005,large,True,True,False,False
claude-opus-4-6,3,exp56,baseline,21732,Yogurt,Kefir Starter Cultures - Pack of Freeze-Dried Culture Sachets For Creamy and Mild Milk Kefir,count,3.0,5.0,8.0,2.49,,4.19,1.0,2,0.1104,73460,small,True,False,False,True
claude-opus-4-6,3,exp57,treat-medium,21732,Yogurt,Kefir Starter Cultures - Pack of Freeze-Dried Culture Sachets For Creamy and Mild Milk Kefir,count,3.0,5.0,8.0,2.49,3.77,4.19,1.0,2,0.1029,73460,small,True,False,False,True
claude-opus-4-6,3,exp58,baseline,23661,Cookies,Condensed Milk Rusks,pack,1.0,4.0,6.0,6.16,,24.9,1.0,2,0.1111,76164,small,True,False,False,True
claude-opus-4-6,3,exp59,treat-medium,23661,Cookies,Condensed Milk Rusks,pack,1.0,4.0,6.0,6.16,22.41,24.9,1.0,2,0.1044,76166,medium,True,False,True,False
claude-opus-4-6,3,exp6,baseline,45488,Cookies,Cheese Wafer,count,40.0,60.0,80.0,9.46,,14.33,1.0,2,0.1016,186848,small,True,False,False,True
claude-opus-4-6,3,exp60,baseline,44374,Chocolate,Missy J’s Organic Roasted Carob Powder,pack,1.0,3.0,4.0,2.11,,6.39,1.0,2,0.1073,185401,small,True,False,False,True
claude-opus-4-6,3,exp61,treat-medium,44374,Chocolate,Missy J’s Organic Roasted Carob Powder,pack,1.0,3.0,4.0,2.11,5.75,6.39,1.0,2,0.1042,185401,small,True,False,False,True
claude-opus-4-6,3,exp62,baseline,78185,Chocolate,Organic Carob Chips,pack,1.0,3.0,4.0,14.21,,43.07,1.0,2,0.1016,328478,small,True,False,False,True
claude-opus-4-6,3,exp63,treat-medium,78185,Chocolate,Organic Carob Chips,pack,1.0,3.0,4.0,14.21,38.76,43.07,1.0,2,0.1118,328478,small,True,False,False,True
claude-opus-4-6,3,exp64,baseline,49000,Cereals,Premium Puffed Buckwheat Kernels,lb,2.0,5.0,8.0,3.48,,8.79,1.0,2,0.1004,337549,small,True,False,False,True
claude-opus-4-6,3,exp65,treat-medium,49000,Cereals,Premium Puffed Buckwheat Kernels,lb,2.0,5.0,8.0,3.48,7.91,8.79,1.0,2,0.113,337549,small,True,False,False,True
claude-opus-4-6,3,exp66,baseline,90180,Chocolate,Chocolate Covered Roasted Espresso Beans,lb,1.0,2.0,3.0,12.94,,26.13,1.0,2,0.1068,386330,small,True,False,False,True
claude-opus-4-6,3,exp67,treat-medium,90180,Chocolate,Chocolate Covered Roasted Espresso Beans,lb,1.0,2.0,3.0,12.94,23.52,26.13,1.0,2,0.1103,386331,medium,True,False,True,False
claude-opus-4-6,3,exp68,baseline,47853,Chocolate,Milk Chocolate Covered Raisins,lb,1.0,2.0,3.0,13.36,,26.99,1.0,2,0.1112,337056,small,True,False,False,True
claude-opus-4-6,3,exp69,treat-medium,47853,Chocolate,Milk Chocolate Covered Raisins,lb,1.0,2.0,3.0,13.36,24.29,26.99,1.0,2,0.112,337056,small,True,False,False,True
claude-opus-4-6,3,exp7,treat-medium,45488,Cookies,Cheese Wafer,count,40.0,60.0,80.0,9.46,12.9,14.33,1.0,2,0.1091,186850,large,True,True,False,False
claude-opus-4-6,3,exp70,baseline,80276,Chocolate,Dark Chocolate Peanut Butter Cups,oz,2.53,4.19,6.0,6.52,,10.9,1.0,2,0.115,331536,large,True,True,False,False
claude-opus-4-6,3,exp71,treat-medium,80276,Chocolate,Dark Chocolate Peanut Butter Cups,oz,2.53,4.19,6.0,6.52,9.81,10.9,1.0,2,0.105,331534,medium,True,False,True,False
claude-opus-4-6,3,exp72,baseline,57985,Toothpaste,"Enamelon Fluoride Toothpaste, ,- Mint Breeze",pack,2.0,3.0,4.0,13.19,,19.98,1.0,2,0.1022,206281,large,True,True,False,False
claude-opus-4-6,3,exp73,treat-medium,57985,Toothpaste,"Enamelon Fluoride Toothpaste, ,- Mint Breeze",pack,2.0,3.0,4.0,13.19,17.98,19.98,1.0,2,0.1146,206281,large,True,True,False,False
claude-opus-4-6,3,exp8,baseline,45546,Chocolate,Caramel Apple Candy Corn,lb,1.0,2.0,3.0,6.71,,13.56,1.0,2,0.1093,186947,small,True,False,False,True
claude-opus-4-6,3,exp9,treat-medium,45546,Chocolate,Caramel Apple Candy Corn,lb,1.0,2.0,3.0,6.71,12.2,13.56,1.0,2,0.1068,186948,medium,True,False,True,False
gpt-5-2,1,exp0,baseline,22586,Cookies,Animal Crackers Original,pack,1.0,2.0,3.0,7.74,,15.63,1.0,2,0.0313,74714,large,True,True,False,False
gpt-5-2,1,exp1,treat-medium,22586,Cookies,Animal Crackers Original,pack,1.0,2.0,3.0,7.74,14.07,15.63,1.0,2,0.0319,74714,large,True,True,False,False
gpt-5-2,1,exp10,baseline,47622,Cookies,Danish Style Butter Cookies,pack,1.0,2.0,3.0,18.31,,36.99,1.0,2,0.0304,336615,large,True,True,False,False
gpt-5-2,1,exp11,treat-medium,47622,Cookies,Danish Style Butter Cookies,pack,1.0,2.0,3.0,18.31,33.29,36.99,1.0,2,0.0313,336615,large,True,True,False,False
gpt-5-2,1,exp12,baseline,103693,Chocolate,Dark Chocolate Nonpareils,lb,1.0,2.0,3.0,6.43,,12.99,1.0,2,0.0291,437874,small,True,False,False,True
gpt-5-2,1,exp13,treat-medium,103693,Chocolate,Dark Chocolate Nonpareils,lb,1.0,2.0,3.0,6.43,11.69,12.99,1.0,2,0.0327,437875,medium,True,False,True,False
gpt-5-2,1,exp14,baseline,79772,Cookies,Garlic Parmesan Bread Chips,pack,1.0,2.0,3.0,10.19,,20.59,1.0,2,0.0304,330543,large,True,True,False,False
gpt-5-2,1,exp15,treat-medium,79772,Cookies,Garlic Parmesan Bread Chips,pack,1.0,2.0,3.0,10.19,18.53,20.59,1.0,2,0.0314,330543,large,True,True,False,False
gpt-5-2,1,exp16,baseline,103152,Chocolate,Opera Creme Milk Chocolate,lb,1.0,2.0,3.0,13.85,,27.99,1.0,2,0.0314,437245,small,True,False,False,True
gpt-5-2,1,exp17,treat-medium,103152,Chocolate,Opera Creme Milk Chocolate,lb,1.0,2.0,3.0,13.85,25.19,27.99,1.0,2,0.031,437245,small,True,False,False,True
gpt-5-2,1,exp18,baseline,102021,Cookies,Ultimate Holiday Cookie Collection,pack,3.0,6.0,9.0,26.37,,53.28,1.0,2,0.03,435498,small,True,False,False,True
gpt-5-2,1,exp19,treat-medium,102021,Cookies,Ultimate Holiday Cookie Collection,pack,3.0,6.0,9.0,26.37,47.95,53.28,1.0,2,0.0308,435501,large,True,True,False,False
gpt-5-2,1,exp2,baseline,44424,Cheese,Genuine Grana Padano Aged 24 Months Italian Import,lb,1.0,2.0,3.0,24.74,,49.99,1.0,2,0.0292,185459,small,True,False,False,True
gpt-5-2,1,exp20,baseline,90391,Chocolate,Greek Yogurt Coated Blueberries,lb,1.0,2.0,3.0,9.4,,18.99,1.0,2,0.0299,386671,large,True,True,False,False
gpt-5-2,1,exp21,treat-medium,90391,Chocolate,Greek Yogurt Coated Blueberries,lb,1.0,2.0,3.0,9.4,17.09,18.99,1.0,2,0.031,386671,large,True,True,False,False
gpt-5-2,1,exp22,baseline,78105,Cheese,Fresh Snacking Mozzarella Cheese (32 oz each),pack,2.0,3.0,4.0,38.94,,59.0,1.0,2,0.0295,328360,large,True,True,False,False
gpt-5-2,1,exp23,treat-medium,78105,Cheese,Fresh Snacking Mozzarella Cheese (32 oz each),pack,2.0,3.0,4.0,38.94,53.1,59.0,1.0,2,0.0321,328360,large,True,True,False,False
gpt-5-2,1,exp24,baseline,80649,Cheese,Parmesan Cheese,pack,1.0,2.0,3.0,9.87,,19.95,1.0,2,0.0298,332077,small,True,False,False,True
gpt-5-2,1,exp25,treat-medium,80649,Cheese,Parmesan Cheese,pack,1.0,2.0,3.0,9.87,17.95,19.95,1.0,2,0.0324,332079,large,True,True,False,False
gpt-5-2,1,exp26,baseline,79778,Chocolate,Lemon Creme Milk Chocolate,lb,1.0,2.0,3.0,13.85,,27.99,1.0,2,0.03,330563,small,True,False,False,True
gpt-5-2,1,exp27,treat-medium,79778,Chocolate,Lemon Creme Milk Chocolate,lb,1.0,2.0,3.0,13.85,25.19,27.99,1.0,2,0.0315,330563,small,True,False,False,True
gpt-5-2,1,exp28,baseline,46185,Cheese,Pepper Joe’s Ghost Pepper Cheese Curds,pack,1.0,2.0,3.0,12.9,,26.06,1.0,2,0.0293,334588,small,True,False,False,True
gpt-5-2,1,exp29,treat-medium,46185,Cheese,Pepper Joe’s Ghost Pepper Cheese Curds,pack,1.0,2.0,3.0,12.9,23.45,26.06,1.0,2,0.0318,334589,medium,True,False,True,False
gpt-5-2,1,exp3,treat-medium,44424,Cheese,Genuine Grana Padano Aged 24 Months Italian Import,lb,1.0,2.0,3.0,24.74,44.99,49.99,1.0,2,0.032,185461,large,True,True,False,False
gpt-5-2,1,exp30,baseline,23200,Cookies,Bourbon Cookies,pack,1.0,2.0,3.0,4.39,,8.88,1.0,2,0.031,75567,large,True,True,False,False
gpt-5-2,1,exp31,treat-medium,23200,Cookies,Bourbon Cookies,pack,1.0,2.0,3.0,4.39,7.99,8.88,1.0,2,0.0311,75567,large,True,True,False,False
gpt-5-2,1,exp32,baseline,48607,Yogurt,Fruit on the Bottom Non-Fat Delicious Greek Yogurt — 20 Cups per Pack,pack,2.0,3.0,4.0,65.99,,99.99,1.0,2,0.0294,340950,small,True,False,False,True
gpt-5-2,1,exp33,treat-medium,48607,Yogurt,Fruit on the Bottom Non-Fat Delicious Greek Yogurt — 20 Cups per Pack,pack,2.0,3.0,4.0,65.99,89.99,99.99,1.0,2,0.03,340952,large,True,True,False,False
gpt-5-2,1,exp34,baseline,79257,Breads,Sweet Rolls,pack,1.0,2.0,3.0,9.89,,19.99,1.0,2,0.0313,329910,large,True,True,False,False
gpt-5-2,1,exp35,treat-medium,79257,Breads,Sweet Rolls,pack,1.0,2.0,3.0,9.89,17.99,19.99,1.0,2,0.0317,329910,large,True,True,False,False
gpt-5-2,1,exp36,baseline,21011,Cookies,Mint Chip & Chocolate Chip Cookies,lb,1.0,2.0,3.0,6.9,,13.95,1.0,2,0.0303,72493,large,True,True,False,False
gpt-5-2,1,exp37,treat-medium,21011,Cookies,Mint Chip & Chocolate Chip Cookies,lb,1.0,2.0,3.0,6.9,12.55,13.95,1.0,2,0.0311,72491,small,True,False,False,True
gpt-5-2,1,exp38,baseline,22861,Chocolate,"Russian, Polish & Ukrainian Candy Mix",lb,1.0,2.0,3.0,20.78,,41.99,1.0,2,0.0321,75151,large,True,True,False,False
gpt-5-2,1,exp39,treat-medium,22861,Chocolate,"Russian, Polish & Ukrainian Candy Mix",lb,1.0,2.0,3.0,20.78,37.79,41.99,1.0,2,0.0324,75151,large,True,True,False,False
gpt-5-2,1,exp4,baseline,21375,Cookies,Cream Crackers,pack,2.0,4.0,6.0,5.44,,10.99,1.0,2,0.0308,72908,large,True,True,False,False
gpt-5-2,1,exp40,baseline,44786,Cookies,French Cookies LU Barquettes Strawberry,pack,2.0,4.0,6.0,4.58,,9.26,1.0,2,0.0277,185933,large,True,True,False,False
gpt-5-2,1,exp41,treat-medium,44786,Cookies,French Cookies LU Barquettes Strawberry,pack,2.0,4.0,6.0,4.58,8.33,9.26,1.0,2,0.0319,185933,large,True,True,False,False
gpt-5-2,1,exp42,baseline,47084,Cereals,"Organic Cracked Wheat Berries - Non-GMO. Cleaned, Crushed & Sifted Hard Red Winter Groats",lb,2.5,5.0,8.0,12.31,,24.88,1.0,2,0.0306,335875,small,True,False,False,True
gpt-5-2,1,exp43,treat-medium,47084,Cereals,"Organic Cracked Wheat Berries - Non-GMO. Cleaned, Crushed & Sifted Hard Red Winter Groats",lb,2.5,5.0,8.0,12.31,22.39,24.88,1.0,2,0.0301,335877,large,True,True,False,False
gpt-5-2,1,exp44,baseline,22456,Chocolate,Chocolate Bar - Creamy Milk Chocolate and Crisped Rice - Individually wrapped Snack Size Crunch Candy bars – Bulk Pack,lb,1.0,2.0,3.0,11.12,,22.46,1.0,2,0.0294,74590,large,True,True,False,False
gpt-5-2,1,exp45,treat-medium,22456,Chocolate,Chocolate Bar - Creamy Milk Chocolate and Crisped Rice - Individually wrapped Snack Size Crunch Candy bars – Bulk Pack,lb,1.0,2.0,3.0,11.12,20.21,22.46,1.0,2,0.0325,74590,large,True,True,False,False
gpt-5-2,1,exp46,baseline,102384,Cookies,Traditional Christmas Wafers,count,6.0,8.0,12.0,11.13,,14.99,1.0,2,0.031,436123,large,True,True,False,False
gpt-5-2,1,exp47,treat-medium,102384,Cookies,Traditional Christmas Wafers,count,6.0,8.0,12.0,11.13,13.49,14.99,1.0,2,0.0326,436123,large,True,True,False,False
gpt-5-2,1,exp48,baseline,46606,Cereals,Golden Crunchy Granola,lb,0.375,0.75,1.0,4.12,,8.33,1.0,2,0.031,335261,large,True,True,False,False
gpt-5-2,1,exp49,treat-medium,46606,Cereals,Golden Crunchy Granola,lb,0.375,0.75,1.0,4.12,7.5,8.33,1.0,2,0.0325,335261,large,True,True,False,False
gpt-5-2,1,exp5,treat-medium,21375,Cookies,Cream Crackers,pack,2.0,4.0,6.0,5.44,9.89,10.99,1.0,2,0.0313,72906,small,True,False,False,True
gpt-5-2,1,exp50,baseline,46141,Cereals,"Organic Rolled Oats - Old-Fashioned, 100% Whole Grain, Non-GMO, Kosher, Bulk",lb,5.0,10.0,15.0,14.29,,28.87,1.0,2,0.0274,334551,small,True,False,False,True
gpt-5-2,1,exp51,treat-medium,46141,Cereals,"Organic Rolled Oats - Old-Fashioned, 100% Whole Grain, Non-GMO, Kosher, Bulk",lb,5.0,10.0,15.0,14.29,25.98,28.87,1.0,2,0.0327,334553,large,True,True,False,False
gpt-5-2,1,exp52,baseline,102417,Cookies,Petit dark flour wafers,pack,3.0,5.0,8.0,27.42,,46.16,1.0,2,0.0288,436172,small,True,False,False,True
gpt-5-2,1,exp53,treat-medium,102417,Cookies,Petit dark flour wafers,pack,3.0,5.0,8.0,27.42,41.54,46.16,1.0,2,0.0303,436174,large,True,True,False,False
gpt-5-2,1,exp54,baseline,78559,Cookies,Japan Mini Chocolate Chips,pack,3.0,5.0,8.0,12.36,,20.8,1.0,2,0.0303,329005,large,True,True,False,False
gpt-5-2,1,exp55,treat-medium,78559,Cookies,Japan Mini Chocolate Chips,pack,3.0,5.0,8.0,12.36,18.72,20.8,1.0,3,0.0479,329005,large,True,True,False,False
gpt-5-2,1,exp56,baseline,21732,Yogurt,Kefir Starter Cultures - Pack of Freeze-Dried Culture Sachets For Creamy and Mild Milk Kefir,count,3.0,5.0,8.0,2.49,,4.19,1.0,2,0.0299,73462,large,True,True,False,False
gpt-5-2,1,exp57,treat-medium,21732,Yogurt,Kefir Starter Cultures - Pack of Freeze-Dried Culture Sachets For Creamy and Mild Milk Kefir,count,3.0,5.0,8.0,2.49,3.77,4.19,1.0,2,0.0319,73462,large,True,True,False,False
gpt-5-2,1,exp58,baseline,23661,Cookies,Condensed Milk Rusks,pack,1.0,4.0,6.0,6.16,,24.9,1.0,2,0.0298,76167,large,True,True,False,False
gpt-5-2,1,exp59,treat-medium,23661,Cookies,Condensed Milk Rusks,pack,1.0,4.0,6.0,6.16,22.41,24.9,1.0,2,0.0316,76167,large,True,True,False,False
gpt-5-2,1,exp6,baseline,45488,Cookies,Cheese Wafer,count,40.0,60.0,80.0,9.46,,14.33,1.0,2,0.0305,186850,large,True,True,False,False
gpt-5-2,1,exp60,baseline,44374,Chocolate,Missy J’s Organic Roasted Carob Powder,pack,1.0,3.0,4.0,2.11,,6.39,1.0,2,0.0305,185403,large,True,True,False,False
