category,template_title,url,arm,gap_pct,n_options_visible,small_id,medium_id,large_id,small_name,medium_name,large_name,small_qty,medium_qty,large_qty,large_qty_real,unit,P_small,P_medium,P_large,natural_price,group_id,product_id,multi_option_group
Cereals,"Organic Cracked Wheat Berries - Non-GMO. Cleaned, Crushed & Sifted Hard Red Winter Groats",http://localhost:7770/organic-cracked-wheat-berries-2-5-pounds-non-gmo-cleaned-crushed-sifted-hard-red-winter-groats-raw-vegan-kosher-bulk-dalia-broken-whole-grain-great-for-cereal-porridge.html,treat-strong,0.08,3,335875,335876,335877,2.5 Pound,5 Pound,8 Pound,2.5,5.0,8.0,9.0,lb,12.59,22.89,24.88,27.99,54799,47084,False
Cereals,"Organic Cracked Wheat Berries - Non-GMO. Cleaned, Crushed & Sifted Hard Red Winter Groats",http://localhost:7770/organic-cracked-wheat-berries-2-5-pounds-non-gmo-cleaned-crushed-sifted-hard-red-winter-groats-raw-vegan-kosher-bulk-dalia-broken-whole-grain-great-for-cereal-porridge.html,treat-medium,0.1,3,335875,335876,335877,2.5 Pound,5 Pound,8 Pound,2.5,5.0,8.0,9.0,lb,12.31,22.39,24.88,27.99,54799,47084,False
Cereals,"Organic Cracked Wheat Berries - Non-GMO. Cleaned, Crushed & Sifted Hard Red Winter Groats",http://localhost:7770/organic-cracked-wheat-berries-2-5-pounds-non-gmo-cleaned-crushed-sifted-hard-red-winter-groats-raw-vegan-kosher-bulk-dalia-broken-whole-grain-great-for-cereal-porridge.html,treat-weak,0.15,3,335875,335876,335877,2.5 Pound,5 Pound,8 Pound,2.5,5.0,8.0,9.0,lb,11.63,21.15,24.88,27.99,54799,47084,False
Chocolate,Chocolate Bar - Creamy Milk Chocolate and Crisped Rice - Individually wrapped Snack Size Crunch Candy bars – Bulk Pack,http://localhost:7770/crunch-snack-size-chocolate-bar-creamy-milk-chocolate-and-crisped-rice-individually-wrapped-snack-size-crunch-candy-bars-bulk-pack-4-pound.html,baseline,,2,74588,74589,74590,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,4.0,lb,11.12,,22.46,29.95,12612,22456,False
Chocolate,Chocolate Bar - Creamy Milk Chocolate and Crisped Rice - Individually wrapped Snack Size Crunch Candy bars – Bulk Pack,http://localhost:7770/crunch-snack-size-chocolate-bar-creamy-milk-chocolate-and-crisped-rice-individually-wrapped-snack-size-crunch-candy-bars-bulk-pack-4-pound.html,treat-strong,0.08,3,74588,74589,74590,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,4.0,lb,11.36,20.66,22.46,29.95,12612,22456,False
Chocolate,Chocolate Bar - Creamy Milk Chocolate and Crisped Rice - Individually wrapped Snack Size Crunch Candy bars – Bulk Pack,http://localhost:7770/crunch-snack-size-chocolate-bar-creamy-milk-chocolate-and-crisped-rice-individually-wrapped-snack-size-crunch-candy-bars-bulk-pack-4-pound.html,treat-medium,0.1,3,74588,74589,74590,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,4.0,lb,11.12,20.21,22.46,29.95,12612,22456,False
Chocolate,Chocolate Bar - Creamy Milk Chocolate and Crisped Rice - Individually wrapped Snack Size Crunch Candy bars – Bulk Pack,http://localhost:7770/crunch-snack-size-chocolate-bar-creamy-milk-chocolate-and-crisped-rice-individually-wrapped-snack-size-crunch-candy-bars-bulk-pack-4-pound.html,treat-weak,0.15,3,74588,74589,74590,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,4.0,lb,10.5,19.09,22.46,29.95,12612,22456,False
Cookies,Traditional Christmas Wafers,http://localhost:7770/oplatki-traditional-christmas-wafers-set-of-12.html,baseline,,2,436121,436122,436123,6 Count,8 Piece,12 Count,6.0,8.0,12.0,12.0,count,11.13,,14.99,14.99,70542,102384,False
Cookies,Traditional Christmas Wafers,http://localhost:7770/oplatki-traditional-christmas-wafers-set-of-12.html,treat-strong,0.08,3,436121,436122,436123,6 Count,8 Piece,12 Count,6.0,8.0,12.0,12.0,count,11.38,13.79,14.99,14.99,70542,102384,False
Cookies,Traditional Christmas Wafers,http://localhost:7770/oplatki-traditional-christmas-wafers-set-of-12.html,treat-medium,0.1,3,436121,436122,436123,6 Count,8 Piece,12 Count,6.0,8.0,12.0,12.0,count,11.13,13.49,14.99,14.99,70542,102384,False
Cookies,Traditional Christmas Wafers,http://localhost:7770/oplatki-traditional-christmas-wafers-set-of-12.html,treat-weak,0.15,3,436121,436122,436123,6 Count,8 Piece,12 Count,6.0,8.0,12.0,12.0,count,10.51,12.74,14.99,14.99,70542,102384,False
Cereals,Golden Crunchy Granola,http://localhost:7770/organic-golden-crunchy-granola-12-ounces-small-batch-handcrafted-bulk-great-as-snack-and-for-breakfast-cereals-contains-hazelnuts-pecan-nuts-almonds-coconut-flax-and-sunflower-seeds.html,baseline,,2,335259,335260,335261,0.375 Pound,0.75 Pound,1 Pound,0.375,0.75,1.0,1.5,lb,4.12,,8.33,12.49,54658,46606,False
Cereals,Golden Crunchy Granola,http://localhost:7770/organic-golden-crunchy-granola-12-ounces-small-batch-handcrafted-bulk-great-as-snack-and-for-breakfast-cereals-contains-hazelnuts-pecan-nuts-almonds-coconut-flax-and-sunflower-seeds.html,treat-strong,0.08,3,335259,335260,335261,0.375 Pound,0.75 Pound,1 Pound,0.375,0.75,1.0,1.5,lb,4.21,7.66,8.33,12.49,54658,46606,False
Cereals,Golden Crunchy Granola,http://localhost:7770/organic-golden-crunchy-granola-12-ounces-small-batch-handcrafted-bulk-great-as-snack-and-for-breakfast-cereals-contains-hazelnuts-pecan-nuts-almonds-coconut-flax-and-sunflower-seeds.html,treat-medium,0.1,3,335259,335260,335261,0.375 Pound,0.75 Pound,1 Pound,0.375,0.75,1.0,1.5,lb,4.12,7.5,8.33,12.49,54658,46606,False
Cereals,Golden Crunchy Granola,http://localhost:7770/organic-golden-crunchy-granola-12-ounces-small-batch-handcrafted-bulk-great-as-snack-and-for-breakfast-cereals-contains-hazelnuts-pecan-nuts-almonds-coconut-flax-and-sunflower-seeds.html,treat-weak,0.15,3,335259,335260,335261,0.375 Pound,0.75 Pound,1 Pound,0.375,0.75,1.0,1.5,lb,3.89,7.08,8.33,12.49,54658,46606,False
Cereals,"Organic Rolled Oats - Old-Fashioned, 100% Whole Grain, Non-GMO, Kosher, Bulk",http://localhost:7770/organic-rolled-oats-10-pounds-old-fashioned-100-whole-grain-non-gmo-kosher-bulk-product-of-the-usa.html,baseline,,2,334551,334552,334553,5 Pound,10 Pound,15 Pound,5.0,10.0,15.0,20.0,lb,14.29,,28.87,38.49,54521,46141,False
Cereals,"Organic Rolled Oats - Old-Fashioned, 100% Whole Grain, Non-GMO, Kosher, Bulk",http://localhost:7770/organic-rolled-oats-10-pounds-old-fashioned-100-whole-grain-non-gmo-kosher-bulk-product-of-the-usa.html,treat-strong,0.08,3,334551,334552,334553,5 Pound,10 Pound,15 Pound,5.0,10.0,15.0,20.0,lb,14.61,26.56,28.87,38.49,54521,46141,False
Cereals,"Organic Rolled Oats - Old-Fashioned, 100% Whole Grain, Non-GMO, Kosher, Bulk",http://localhost:7770/organic-rolled-oats-10-pounds-old-fashioned-100-whole-grain-non-gmo-kosher-bulk-product-of-the-usa.html,treat-medium,0.1,3,334551,334552,334553,5 Pound,10 Pound,15 Pound,5.0,10.0,15.0,20.0,lb,14.29,25.98,28.87,38.49,54521,46141,False
Cereals,"Organic Rolled Oats - Old-Fashioned, 100% Whole Grain, Non-GMO, Kosher, Bulk",http://localhost:7770/organic-rolled-oats-10-pounds-old-fashioned-100-whole-grain-non-gmo-kosher-bulk-product-of-the-usa.html,treat-weak,0.15,3,334551,334552,334553,5 Pound,10 Pound,15 Pound,5.0,10.0,15.0,20.0,lb,13.5,24.54,28.87,38.49,54521,46141,False
Cookies,Petit dark flour wafers,http://localhost:7770/bourbon-petit-dark-flour-wafers-42g-x-10-this.html,baseline,,2,436172,436173,436174,3 Pack,5 Pack,8 Pack,3.0,5.0,8.0,10.0,pack,27.42,,46.16,57.7,70559,102417,False
Cookies,Petit dark flour wafers,http://localhost:7770/bourbon-petit-dark-flour-wafers-42g-x-10-this.html,treat-strong,0.08,3,436172,436173,436174,3 Pack,5 Pack,8 Pack,3.0,5.0,8.0,10.0,pack,28.03,42.47,46.16,57.7,70559,102417,False
Cookies,Petit dark flour wafers,http://localhost:7770/bourbon-petit-dark-flour-wafers-42g-x-10-this.html,treat-medium,0.1,3,436172,436173,436174,3 Pack,5 Pack,8 Pack,3.0,5.0,8.0,10.0,pack,27.42,41.54,46.16,57.7,70559,102417,False
Cookies,Petit dark flour wafers,http://localhost:7770/bourbon-petit-dark-flour-wafers-42g-x-10-this.html,treat-weak,0.15,3,436172,436173,436174,3 Pack,5 Pack,8 Pack,3.0,5.0,8.0,10.0,pack,25.9,39.24,46.16,57.7,70559,102417,False
Cookies,Japan Mini Chocolate Chips,http://localhost:7770/bourbon-japan-mini-chocolate-chips-58g-x-10-sticks.html,baseline,,2,329003,329004,329005,3 Pack,5 Pack,8 Pack,3.0,5.0,8.0,10.0,pack,12.36,,20.8,26.0,53454,78559,False
Cookies,Japan Mini Chocolate Chips,http://localhost:7770/bourbon-japan-mini-chocolate-chips-58g-x-10-sticks.html,treat-strong,0.08,3,329003,329004,329005,3 Pack,5 Pack,8 Pack,3.0,5.0,8.0,10.0,pack,12.63,19.14,20.8,26.0,53454,78559,False
Cookies,Japan Mini Chocolate Chips,http://localhost:7770/bourbon-japan-mini-chocolate-chips-58g-x-10-sticks.html,treat-medium,0.1,3,329003,329004,329005,3 Pack,5 Pack,8 Pack,3.0,5.0,8.0,10.0,pack,12.36,18.72,20.8,26.0,53454,78559,False
Cookies,Japan Mini Chocolate Chips,http://localhost:7770/bourbon-japan-mini-chocolate-chips-58g-x-10-sticks.html,treat-weak,0.15,3,329003,329004,329005,3 Pack,5 Pack,8 Pack,3.0,5.0,8.0,10.0,pack,11.67,17.68,20.8,26.0,53454,78559,False
Yogurt,Kefir Starter Cultures - Pack of Freeze-Dried Culture Sachets For Creamy and Mild Milk Kefir,http://localhost:7770/kefir-starter-cultures-pack-of-freeze-dried-culture-sachets-for-creamy-and-mild-milk-kefir-3-sachets.html,baseline,,2,73460,73461,73462,3 Count (Pack of 1),5 Count (Pack of 1),8 Count (Pack of 1),3.0,5.0,8.0,12.0,count,2.49,,4.19,6.28,12383,21732,False
Yogurt,Kefir Starter Cultures - Pack of Freeze-Dried Culture Sachets For Creamy and Mild Milk Kefir,http://localhost:7770/kefir-starter-cultures-pack-of-freeze-dried-culture-sachets-for-creamy-and-mild-milk-kefir-3-sachets.html,treat-strong,0.08,3,73460,73461,73462,3 Count (Pack of 1),5 Count (Pack of 1),8 Count (Pack of 1),3.0,5.0,8.0,12.0,count,2.54,3.85,4.19,6.28,12383,21732,False
Yogurt,Kefir Starter Cultures - Pack of Freeze-Dried Culture Sachets For Creamy and Mild Milk Kefir,http://localhost:7770/kefir-starter-cultures-pack-of-freeze-dried-culture-sachets-for-creamy-and-mild-milk-kefir-3-sachets.html,treat-medium,0.1,3,73460,73461,73462,3 Count (Pack of 1),5 Count (Pack of 1),8 Count (Pack of 1),3.0,5.0,8.0,12.0,count,2.49,3.77,4.19,6.28,12383,21732,False
Yogurt,Kefir Starter Cultures - Pack of Freeze-Dried Culture Sachets For Creamy and Mild Milk Kefir,http://localhost:7770/kefir-starter-cultures-pack-of-freeze-dried-culture-sachets-for-creamy-and-mild-milk-kefir-3-sachets.html,treat-weak,0.15,3,73460,73461,73462,3 Count (Pack of 1),5 Count (Pack of 1),8 Count (Pack of 1),3.0,5.0,8.0,12.0,count,2.35,3.56,4.19,6.28,12383,21732,False
Cookies,Condensed Milk Rusks,http://localhost:7770/nola-ouma-condensed-milk-rusks-pack-of-4-blue.html,baseline,,2,76164,76166,76167,Pack of 1,Pack of 4,Pack of 6,1.0,4.0,6.0,6.0,pack,6.16,,24.9,24.9,12963,23661,False
Cookies,Condensed Milk Rusks,http://localhost:7770/nola-ouma-condensed-milk-rusks-pack-of-4-blue.html,treat-strong,0.08,3,76164,76166,76167,Pack of 1,Pack of 4,Pack of 6,1.0,4.0,6.0,6.0,pack,6.3,22.91,24.9,24.9,12963,23661,False
Cookies,Condensed Milk Rusks,http://localhost:7770/nola-ouma-condensed-milk-rusks-pack-of-4-blue.html,treat-medium,0.1,3,76164,76166,76167,Pack of 1,Pack of 4,Pack of 6,1.0,4.0,6.0,6.0,pack,6.16,22.41,24.9,24.9,12963,23661,False
Cookies,Condensed Milk Rusks,http://localhost:7770/nola-ouma-condensed-milk-rusks-pack-of-4-blue.html,treat-weak,0.15,3,76164,76166,76167,Pack of 1,Pack of 4,Pack of 6,1.0,4.0,6.0,6.0,pack,5.82,21.16,24.9,24.9,12963,23661,False
Chocolate,Missy J’s Organic Roasted Carob Powder,http://localhost:7770/missy-j-s-organic-roasted-carob-powder-8-ounce-1-pack-carob-made-w-coconut-sugar-vegan-and-gluten-free-healthy-caffeine-free-substitute-for-chocolate-perfect-for-snacks-and-treats.html,baseline,,2,185401,185402,185403,1 Pack,3 Pack,4 Pack,1.0,3.0,4.0,6.0,pack,2.11,,6.39,9.59,29964,44374,False
Chocolate,Missy J’s Organic Roasted Carob Powder,http://localhost:7770/missy-j-s-organic-roasted-carob-powder-8-ounce-1-pack-carob-made-w-coconut-sugar-vegan-and-gluten-free-healthy-caffeine-free-substitute-for-chocolate-perfect-for-snacks-and-treats.html,treat-strong,0.08,3,185401,185402,185403,1 Pack,3 Pack,4 Pack,1.0,3.0,4.0,6.0,pack,2.16,5.88,6.39,9.59,29964,44374,False
Chocolate,Missy J’s Organic Roasted Carob Powder,http://localhost:7770/missy-j-s-organic-roasted-carob-powder-8-ounce-1-pack-carob-made-w-coconut-sugar-vegan-and-gluten-free-healthy-caffeine-free-substitute-for-chocolate-perfect-for-snacks-and-treats.html,treat-medium,0.1,3,185401,185402,185403,1 Pack,3 Pack,4 Pack,1.0,3.0,4.0,6.0,pack,2.11,5.75,6.39,9.59,29964,44374,False
Chocolate,Missy J’s Organic Roasted Carob Powder,http://localhost:7770/missy-j-s-organic-roasted-carob-powder-8-ounce-1-pack-carob-made-w-coconut-sugar-vegan-and-gluten-free-healthy-caffeine-free-substitute-for-chocolate-perfect-for-snacks-and-treats.html,treat-weak,0.15,3,185401,185402,185403,1 Pack,3 Pack,4 Pack,1.0,3.0,4.0,6.0,pack,1.99,5.43,6.39,9.59,29964,44374,False
Chocolate,Organic Carob Chips,http://localhost:7770/missy-j-s-organic-carob-chips-8-ounce-6-pack-carob-made-w-coconut-sugar-vegan-and-gluten-free-healthy-caffeine-free-substitute-for-chocolate-perfect-for-snacks-and-treats.html,baseline,,2,328478,328479,328480,1 Pack,3 Pack,4 Pack,1.0,3.0,4.0,6.0,pack,14.21,,43.07,64.61,53340,78185,False
Chocolate,Organic Carob Chips,http://localhost:7770/missy-j-s-organic-carob-chips-8-ounce-6-pack-carob-made-w-coconut-sugar-vegan-and-gluten-free-healthy-caffeine-free-substitute-for-chocolate-perfect-for-snacks-and-treats.html,treat-strong,0.08,3,328478,328479,328480,1 Pack,3 Pack,4 Pack,1.0,3.0,4.0,6.0,pack,14.53,39.62,43.07,64.61,53340,78185,False
Chocolate,Organic Carob Chips,http://localhost:7770/missy-j-s-organic-carob-chips-8-ounce-6-pack-carob-made-w-coconut-sugar-vegan-and-gluten-free-healthy-caffeine-free-substitute-for-chocolate-perfect-for-snacks-and-treats.html,treat-medium,0.1,3,328478,328479,328480,1 Pack,3 Pack,4 Pack,1.0,3.0,4.0,6.0,pack,14.21,38.76,43.07,64.61,53340,78185,False
Chocolate,Organic Carob Chips,http://localhost:7770/missy-j-s-organic-carob-chips-8-ounce-6-pack-carob-made-w-coconut-sugar-vegan-and-gluten-free-healthy-caffeine-free-substitute-for-chocolate-perfect-for-snacks-and-treats.html,treat-weak,0.15,3,328478,328479,328480,1 Pack,3 Pack,4 Pack,1.0,3.0,4.0,6.0,pack,13.42,36.61,43.07,64.61,53340,78185,False
Cereals,Premium Puffed Buckwheat Kernels,http://localhost:7770/olivenation-premium-puffed-buckwheat-kernels-low-sugar-healthy-grain-for-breakfast-baking-cooking-snacking-non-gmo-gluten-free-vegan-1-lb.html,baseline,,2,337549,337550,337551,2 Pound,5 Pound,8 Pound,2.0,5.0,8.0,10.0,lb,3.48,,8.79,10.99,55139,49000,False
Cereals,Premium Puffed Buckwheat Kernels,http://localhost:7770/olivenation-premium-puffed-buckwheat-kernels-low-sugar-healthy-grain-for-breakfast-baking-cooking-snacking-non-gmo-gluten-free-vegan-1-lb.html,treat-strong,0.08,3,337549,337550,337551,2 Pound,5 Pound,8 Pound,2.0,5.0,8.0,10.0,lb,3.56,8.09,8.79,10.99,55139,49000,False
Cereals,Premium Puffed Buckwheat Kernels,http://localhost:7770/olivenation-premium-puffed-buckwheat-kernels-low-sugar-healthy-grain-for-breakfast-baking-cooking-snacking-non-gmo-gluten-free-vegan-1-lb.html,treat-medium,0.1,3,337549,337550,337551,2 Pound,5 Pound,8 Pound,2.0,5.0,8.0,10.0,lb,3.48,7.91,8.79,10.99,55139,49000,False
Cereals,Premium Puffed Buckwheat Kernels,http://localhost:7770/olivenation-premium-puffed-buckwheat-kernels-low-sugar-healthy-grain-for-breakfast-baking-cooking-snacking-non-gmo-gluten-free-vegan-1-lb.html,treat-weak,0.15,3,337549,337550,337551,2 Pound,5 Pound,8 Pound,2.0,5.0,8.0,10.0,lb,3.29,7.47,8.79,10.99,55139,49000,False
Chocolate,Chocolate Covered Roasted Espresso Beans,http://localhost:7770/assorted-flavors-chocolate-covered-roasted-espresso-beans-new-york-mix-2-pound.html,baseline,,2,386330,386331,386332,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,5.0,lb,12.94,,26.13,43.55,62735,90180,False
Chocolate,Chocolate Covered Roasted Espresso Beans,http://localhost:7770/assorted-flavors-chocolate-covered-roasted-espresso-beans-new-york-mix-2-pound.html,treat-strong,0.08,3,386330,386331,386332,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,5.0,lb,13.22,24.04,26.13,43.55,62735,90180,False
Chocolate,Chocolate Covered Roasted Espresso Beans,http://localhost:7770/assorted-flavors-chocolate-covered-roasted-espresso-beans-new-york-mix-2-pound.html,treat-medium,0.1,3,386330,386331,386332,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,5.0,lb,12.94,23.52,26.13,43.55,62735,90180,False
Chocolate,Chocolate Covered Roasted Espresso Beans,http://localhost:7770/assorted-flavors-chocolate-covered-roasted-espresso-beans-new-york-mix-2-pound.html,treat-weak,0.15,3,386330,386331,386332,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,5.0,lb,12.22,22.21,26.13,43.55,62735,90180,False
Chocolate,Milk Chocolate Covered Raisins,http://localhost:7770/milk-chocolate-covered-raisins-5-pound.html,baseline,,2,337056,337057,337058,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,5.0,lb,13.36,,26.99,44.99,55022,47853,False
Chocolate,Milk Chocolate Covered Raisins,http://localhost:7770/milk-chocolate-covered-raisins-5-pound.html,treat-strong,0.08,3,337056,337057,337058,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,5.0,lb,13.66,24.83,26.99,44.99,55022,47853,False
Chocolate,Milk Chocolate Covered Raisins,http://localhost:7770/milk-chocolate-covered-raisins-5-pound.html,treat-medium,0.1,3,337056,337057,337058,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,5.0,lb,13.36,24.29,26.99,44.99,55022,47853,False
Chocolate,Milk Chocolate Covered Raisins,http://localhost:7770/milk-chocolate-covered-raisins-5-pound.html,treat-weak,0.15,3,337056,337057,337058,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,5.0,lb,12.62,22.94,26.99,44.99,55022,47853,False
Chocolate,Dark Chocolate Peanut Butter Cups,http://localhost:7770/unreal-dark-chocolate-peanut-butter-cups-5g-sugar-certified-vegan-gluten-free-fair-trade-non-gmo-no-sugar-alcohols-or-soy-3-bags.html,baseline,,2,331533,331534,331536,2.53 Ounce (Pack of 12),4.19 Ounce (Pack of 3),6oz (Pack of 1),2.53,4.19,6.0,13.75,oz,6.52,,10.9,24.99,53929,80276,False
Chocolate,Dark Chocolate Peanut Butter Cups,http://localhost:7770/unreal-dark-chocolate-peanut-butter-cups-5g-sugar-certified-vegan-gluten-free-fair-trade-non-gmo-no-sugar-alcohols-or-soy-3-bags.html,treat-strong,0.08,3,331533,331534,331536,2.53 Ounce (Pack of 12),4.19 Ounce (Pack of 3),6oz (Pack of 1),2.53,4.19,6.0,13.75,oz,6.66,10.03,10.9,24.99,53929,80276,False
Chocolate,Dark Chocolate Peanut Butter Cups,http://localhost:7770/unreal-dark-chocolate-peanut-butter-cups-5g-sugar-certified-vegan-gluten-free-fair-trade-non-gmo-no-sugar-alcohols-or-soy-3-bags.html,treat-medium,0.1,3,331533,331534,331536,2.53 Ounce (Pack of 12),4.19 Ounce (Pack of 3),6oz (Pack of 1),2.53,4.19,6.0,13.75,oz,6.52,9.81,10.9,24.99,53929,80276,False
Chocolate,Dark Chocolate Peanut Butter Cups,http://localhost:7770/unreal-dark-chocolate-peanut-butter-cups-5g-sugar-certified-vegan-gluten-free-fair-trade-non-gmo-no-sugar-alcohols-or-soy-3-bags.html,treat-weak,0.15,3,331533,331534,331536,2.53 Ounce (Pack of 12),4.19 Ounce (Pack of 3),6oz (Pack of 1),2.53,4.19,6.0,13.75,oz,6.16,9.27,10.9,24.99,53929,80276,False
Toothpaste,"Enamelon Fluoride Toothpaste, ,- Mint Breeze",http://localhost:7770/premier-9007280-enamelon-fluoride-toothpaste-122-g-mint-breeze-pack-of-3.html,baseline,,2,206279,206280,206281,Pack Of 2,Pack Of 3,Pack of 4,2.0,3.0,4.0,12.0,pack,13.19,,19.98,59.95,34268,57985,False
Toothpaste,"Enamelon Fluoride Toothpaste, ,- Mint Breeze",http://localhost:7770/premier-9007280-enamelon-fluoride-toothpaste-122-g-mint-breeze-pack-of-3.html,treat-strong,0.08,3,206279,206280,206281,Pack Of 2,Pack Of 3,Pack of 4,2.0,3.0,4.0,12.0,pack,13.48,18.38,19.98,59.95,34268,57985,False
Toothpaste,"Enamelon Fluoride Toothpaste, ,- Mint Breeze",http://localhost:7770/premier-9007280-enamelon-fluoride-toothpaste-122-g-mint-breeze-pack-of-3.html,treat-medium,0.1,3,206279,206280,206281,Pack Of 2,Pack Of 3,Pack of 4,2.0,3.0,4.0,12.0,pack,13.19,17.98,19.98,59.95,34268,57985,False
Toothpaste,"Enamelon Fluoride Toothpaste, ,- Mint Breeze",http://localhost:7770/premier-9007280-enamelon-fluoride-toothpaste-122-g-mint-breeze-pack-of-3.html,treat-weak,0.15,3,206279,206280,206281,Pack Of 2,Pack Of 3,Pack of 4,2.0,3.0,4.0,12.0,pack,12.45,16.98,19.98,59.95,34268,57985,False
