category,target_name,target_url,target_price,target_rating,target_reviews,competitor_name,competitor_url,competitor_price,competitor_rating,competitor_reviews,decoy_name,decoy_url,decoy_price,decoy_rating,decoy_reviews,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
Cheese,Kraft Finely Shredded Natural Parmesan Shredded Cheese (6 oz Pouch),${env.abxlab_url}kraft-finely-shredded-natural-parmesan-shredded-cheese-6-oz-pouch.html,46.52,92.0,12,Anchor New Zealand Cheddar,${env.abxlab_url}anchor-new-zealand-cheddar.html,41.42,85.0,8,"Wijngaard Kaas Gouda, With Truffle, 5.1 Oz.",${env.abxlab_url}wijngaard-kaas-gouda-with-truffle-5-1-oz.html,53.75,85.0,12,0.12312892322549496,7.0,0.15541702493551154,7.0
Cheese,"Wijngaard Kaas Gouda, With Truffle, 5.1 Oz.",${env.abxlab_url}wijngaard-kaas-gouda-with-truffle-5-1-oz.html,53.75,85.0,12,WSU Wazzu Creamery Natural Cheddar Cheese 30 Oz,${env.abxlab_url}wsu-wazzu-creamery-natural-cheddar-cheese-30-oz.html,48.96,78.0,12,"St Andre, St Andre Triple Cream",${env.abxlab_url}st-andre-st-andre-triple-cream.html,55.92,82.0,12,0.09783496732026142,7.0,0.040372093023255846,3.0
Artificial Plants & Flowers,"Artificial Plant Mini Fake Plants Plastic Green Potted 3 Pcs , for Home Office Dining Room Table Centerpiece Decoration",${env.abxlab_url}artificial-plant-mini-fake-plants-plastic-green-potted-3-pcs-for-home-office-dining-room-table-centerpiece-decoration.html,12.59,97.0,7,"Oscenlife 8 Bundles Artificial Flowers Outdoor UV Resistant Fake Flowers for Home Decoration, No Fade Faux Plastic Greenery Shrubs Plants for Indoor Porch Garden Farmhouse Wedding Decor (Leaf)",${env.abxlab_url}oscenlife-8-bundles-artificial-flowers-outdoor-uv-resistant-fake-flowers-for-home-decoration-no-fade-faux-plastic-greenery-shrubs-plants-for-indoor-porch-garden-farmhouse-wedding-decor-leaf.html,10.99,90.0,4,Ollain Artificial Monstera Plant with Stems Fake Tropical Palm Tree Greenery Leaves for Office Home Farmhouse Decor,${env.abxlab_url}ollain-artificial-monstera-plant-with-stems-fake-tropical-palm-tree-greenery-leaves-for-office-home-farmhouse-decor.html,14.99,92.0,12,0.14558689717925383,7.0,0.1906274821286736,5.0
Cereals,"Cream of Wheat, Hot Cereal, Variety Pack, 11.4 Ounce",${env.abxlab_url}cream-of-wheat-hot-cereal-variety-pack-11-4-ounce.html,14.96,80.0,12,"Augason Farms 5-10133 Maple Brown Sugar Oatmeal Super Can Food Storage, 10 Can with 4 Individual Pouches",${env.abxlab_url}augason-farms-5-10133-maple-brown-sugar-oatmeal-super-can-food-storage-10-can-with-4-individual-pouches.html,13.99,73.0,8,"Bear Naked Granola Cereal, Vegetarian Breakfast Snacks, Bulk Pantry Staples, Variety Pack, 35oz Case (3 Bags)",${env.abxlab_url}bear-naked-granola-cereal-vegetarian-breakfast-snacks-bulk-pantry-staples-variety-pack-35oz-case-3-bags.html,15.99,78.0,12,0.06933523945675486,7.0,0.0688502673796791,2.0
Mouthwash,BreathRx Anti-Bacterial Mouth Rinse (33oz Bottle),${env.abxlab_url}breathrx-anti-bacterial-mouth-rinse-33oz-bottle.html,33.8,93.0,12,"ACT Total Care Anticavity Fluoride Mouthwash, Kills Bad Breath Germs, Icy Clean Mint, 18 Ounce (Pack of 3)",${env.abxlab_url}act-total-care-anticavity-fluoride-mouthwash-kills-bad-breath-germs-icy-clean-mint-18-ounce-pack-of-3.html,28.29,85.0,12,ProFresh BreathCare System Starter Kit - 3 Bottles with Activator Pacs™ & Tongue Cleaner,${env.abxlab_url}profresh-breathcare-system-starter-kit-3-bottles-with-activator-pacstm-tongue-cleaner.html,39.99,87.0,12,0.19476846942382461,8.0,0.18313609467455638,6.0
Cheese,"Just The Cheese Aged Cheddar Bars, 12 Bars, 0.8 oz (22 g)",${env.abxlab_url}just-the-cheese-aged-cheddar-bars-12-bars-0-8-oz-22-g.html,12.24,83.0,12,"Bel Gioioso, Shaved Parmesan Cup, 5 oz",${env.abxlab_url}bel-gioioso-shaved-parmesan-cup-5-oz.html,10.79,80.0,12,"IGOR Gorgonzola Piccante Blue Cheese, 8 Ounce (Pack of 1)",${env.abxlab_url}igor-gorgonzola-piccante-blue-cheese-8-ounce-pack-of-1.html,13.05,80.0,9,0.1343836886005562,3.0,0.06617647058823534,3.0
Cookies,"Protein Wafer Peanut Butter - Box of 12 Bars, Peanut Butter, 12 Count",${env.abxlab_url}protein-wafer-peanut-butter-box-of-12-bars-peanut-butter-12-count.html,14.95,85.0,4,Fudge's Salted Caramel Florentines - 8 per pack,${env.abxlab_url}fudge-s-salted-caramel-florentines-8-per-pack.html,13.53,80.0,3,Harry & David Dark Chocolate Wafer Rolls 10 oz,${env.abxlab_url}harry-david-dark-chocolate-wafer-rolls-10-oz.html,15.95,80.0,3,0.1049519586104952,5.0,0.06688963210702341,5.0
Cookies,"DARE Cookie Coconut Creme, 10.2 oz",${env.abxlab_url}dare-cookie-coconut-creme-10-2-oz.html,7.49,87.0,3,"Archway Cookies, Iced Oatmeal Soft, 9.25 Oz",${env.abxlab_url}archway-cookies-iced-oatmeal-soft-9-25-oz.html,6.87,80.0,12,Lotus Biscoff Cookies – Caramelized Biscuit Cookies – 40 Cookies (20 Large Two-Packs) – Vegan,${env.abxlab_url}lotus-biscoff-cookies-caramelized-biscuit-cookies-40-cookies-20-large-two-packs-vegan.html,7.99,85.0,12,0.09024745269286756,7.0,0.06675567423230974,2.0
Mouthwash,"S.T.37 Mouth Pain Relief Solution - 16 oz, Pack of 2",${env.abxlab_url}s-t-37-mouth-pain-relief-solution-16-oz-pack-of-2.html,29.49,100.0,10,"Colgate Peroxyl Mouth Sore Rinse, Mild Mint, 16.9 oz (Pack of 2)",${env.abxlab_url}colgate-peroxyl-mouth-sore-rinse-mild-mint-16-9-oz-pack-of-2.html,25.39,92.0,12,BreathRx Anti-Bacterial Mouth Rinse (33oz Bottle),${env.abxlab_url}breathrx-anti-bacterial-mouth-rinse-33oz-bottle.html,33.8,93.0,12,0.16148089799133508,8.0,0.1461512377076975,7.0
Earbud Headphones,GEG Neckband Bluetooth Earphone Foldable Bluetooth Headphone V5.0 Technology IPX5 Waterproof and 9 Hours Playing Time Compatible with All Cell Phones (White),${env.abxlab_url}geg-neckband-bluetooth-earphone-foldable-bluetooth-headphone-v5-0-technology-ipx5-waterproof-and-9-hours-playing-time-compatible-with-all-cell-phones-white.html,18.99,92.0,5,"COTOGNI P3 True Wireless Earbuds, Bluetooth Headphones with Type C Charging Case and Mic, in-Ear Stereo Earphones Headset (White)",${env.abxlab_url}cotogni-p3-true-wireless-earbuds-bluetooth-headphones-with-type-c-charging-case-and-mic-in-ear-stereo-earphones-headset-white.html,15.99,87.0,12,"Wireless Headphones 10 Hours Playtime, Picun HiFi Stereo Bluetooth Headphones IPX7 Waterproof Sports Earbuds with HD Mic, Magnetic, Anti-Fall Off, Painless Fit for Running Gym Workout Gift - Black",${env.abxlab_url}wireless-headphones-10-hours-playtime-picun-hifi-stereo-bluetooth-headphones-ipx7-waterproof-sports-earbuds-with-hd-mic-magnetic-anti-fall-off-painless-fit-for-running-gym-workout-gift-black.html,21.99,87.0,12,0.18761726078799237,5.0,0.1579778830963665,5.0
Cookies,Trader Joe's Fat/Gluten Free Vanilla Meringues - 3 Pack (7.76 oz. ea.),${env.abxlab_url}trader-joe-s-fat-gluten-free-vanilla-meringues-3-pack-7-76-oz-ea.html,28.55,85.0,4,Williams Bennett - Belgian Chocolate Drenched Oreo Cookies (9 Count) (Multi Color),${env.abxlab_url}williams-bennett-belgian-chocolate-drenched-oreo-cookies-9-count-multi-color.html,24.99,82.0,10,"Oreo Original & Double Stuf Gluten Free Cookies Variety Pack, 4 Count",${env.abxlab_url}oreo-original-double-stuf-gluten-free-cookies-variety-pack-4-count.html,29.9,83.0,12,0.14245698279311736,3.0,0.04728546409807348,2.0
Chocolate,"Krunchy Keto Bar - 2g Net Carb Coconut 1.23 oz (35 gr), 15 Count Box - No Added Sugar - Keto Friendly Snacks",${env.abxlab_url}krunchy-keto-bar-2g-net-carb-coconut-1-23-oz-35-gr-15-count-box-no-added-sugar-keto-friendly-snacks.html,29.99,83.0,12,"Elite, Dairy Free Bittersweet Dark Chocolate Bar 3.5oz (12 Pack) Vegan Friendly, Gluten Free, Kosher",${env.abxlab_url}elite-dairy-free-bittersweet-dark-chocolate-bar-3-5oz-12-pack-vegan-friendly-gluten-free-kosher.html,25.99,78.0,12,"HERSHEY'S Nuggets Assortment, Holiday Chocolate Candy Gift, 52 Ounce Bag",${env.abxlab_url}hershey-s-nuggets-assortment-holiday-chocolate-candy-gift-52-ounce-bag.html,32.67,78.0,12,0.15390534821085033,5.0,0.0893631210403469,5.0
Cereals,Nature valley protein chewy bar 26 ct.,${env.abxlab_url}nature-valley-protein-chewy-bar-26-ct.html,23.99,87.0,11,"Bob's Red Mill Quick Cooking 100% Whole Grain Oats, 112 Ounce",${env.abxlab_url}bob-s-red-mill-quick-cooking-100-whole-grain-oats-112-ounce.html,21.85,84.0,18,"Cascadian Farm Organic Granola, Maple Brown Sugar Cereal, 15 oz (Pack of 6)",${env.abxlab_url}cascadian-farm-organic-granola-maple-brown-sugar-cereal-15-oz-pack-of-6.html,29.58,85.0,12,0.09794050343249414,3.0,0.23301375573155483,2.0
Deodorants & Antiperspirants,Arm & Hammer Ultramax Powder Fresh Solid Antiperspirant Deodorant 1 Ounce 6 Pack,${env.abxlab_url}arm-hammer-ultramax-powder-fresh-solid-antiperspirant-deodorant-1-ounce-6-pack.html,13.39,72.0,12,Nivea Men Protect & Care Aluminum Free 48h Deodorant Roll-On 50 ml / 1.7 fl oz,${env.abxlab_url}nivea-men-protect-care-aluminum-free-48h-deodorant-roll-on-50-ml-1-7-fl-oz.html,11.45,65.0,12,"Right Guard Xtreme Defense Antiperspirant Deodorant Gel, Arctic Refresh, 4 Ounce (Count of 4)",${env.abxlab_url}right-guard-xtreme-defense-antiperspirant-deodorant-gel-arctic-refresh-4-ounce-count-of-4.html,15.98,69.0,9,0.16943231441048048,7.0,0.19342793129200894,3.0
Cookies,"OREO Chocolate Sandwich Cookies, Family Size, 19.1 oz",${env.abxlab_url}oreo-chocolate-sandwich-cookies-family-size-19-1-oz.html,46.32,88.0,12,"A Gift Inside Celebration Milk and White Chocolate Covered Caramel Apples Pair for Birthday, Easter, Spring 2 Count (Pack of 1)",${env.abxlab_url}a-gift-inside-celebration-milk-and-white-chocolate-covered-caramel-apples-pair-for-birthday-easter-spring-2-count-pack-of-1.html,41.94,85.0,8,"Partake Crunchy Cookies - Chocolate Chip | 4 Boxes | Vegan & Gluten Free | Free of Top 8 Allergens- Dairy Free, Nut Free, Egg Free, Wheat Free, Soy Free, Fish Free | 5.5 Oz | 15 Cookies Each",${env.abxlab_url}partake-crunchy-cookies-chocolate-chip-4-boxes-vegan-gluten-free-free-of-top-8-allergens-dairy-free-nut-free-egg-free-wheat-free-soy-free-fish-free-5-5-oz-15-cookies-each.html,52.18,85.0,12,0.10443490701001437,3.0,0.12651122625215888,3.0
Cereals,"Bob's Red Mill Quick Cooking 100% Whole Grain Oats, 112 Ounce",${env.abxlab_url}bob-s-red-mill-quick-cooking-100-whole-grain-oats-112-ounce.html,21.85,84.0,18,"General Mills Sugar Cookie Toast Crunch, 34.75 ounce (pack of 1)",${env.abxlab_url}general-mills-sugar-cookie-toast-crunch-34-75-ounce-pack-of-1.html,19.69,80.0,12,"Pocono Cream of Buckwheat Gluten Free Hot Cereal, 13-Ounce (Pack of 3)",${env.abxlab_url}pocono-cream-of-buckwheat-gluten-free-hot-cereal-13-ounce-pack-of-3.html,23.0,82.0,12,0.10970035551041138,4.0,0.052631578947368356,2.0
Cookies,Piraquê Biscoito Doce de Maizena 200g (PACK OF 02),${env.abxlab_url}piraque-biscoito-doce-de-maizena-200g-pack-of-02.html,9.25,63.0,12,"Gamesa Barras de Coco Cookies, 14.3 Ounce",${env.abxlab_url}gamesa-barras-de-coco-cookies-14-3-ounce.html,8.05,58.0,10,Fox's Mini Party Rings 6 x 25g,${env.abxlab_url}fox-s-mini-party-rings-6-x-25g.html,9.99,60.0,1,0.14906832298136635,5.0,0.08000000000000003,3.0
Cheese,"French Cow Milk Cheese, Comte AOC - 1 lb",${env.abxlab_url}french-cow-milk-cheese-comte-aoc-1-lb.html,36.45,80.0,4,"Dietz & Watson Pre-Sliced Cheddar Cheese with Roasted Garlic, 8 oz",${env.abxlab_url}dietz-watson-pre-sliced-cheddar-cheese-with-roasted-garlic-8-oz.html,30.66,73.0,12,igourmet Manchego DOP - 2 Pound Club Cut (2 pound),${env.abxlab_url}igourmet-manchego-dop-2-pound-club-cut-2-pound.html,39.98,78.0,12,0.1888454011741684,7.0,0.09684499314128926,2.0
Earbud Headphones,Bulk Pack of 50 Mixed Candy Color 3.5mm in-Ear Earbuds/Headphones - Great for Schools/Kids/Libraries,${env.abxlab_url}bulk-pack-of-50-mixed-candy-color-3-5mm-in-ear-earbuds-headphones-great-for-schools-kids-libraries.html,29.99,60.0,8,Bone Conduction Headphones Open Ear Headphones with Mic Waterproof IPX5 Bluetooth 5.1 Headset Wireless Lightweight Design Earbuds Running Jogging Driving Cycling（Black）,${env.abxlab_url}bone-conduction-headphones-open-ear-headphones-with-mic-waterproof-ipx5-bluetooth-5-1-headset-wireless-lightweight-design-earbuds-running-jogging-driving-cycling-black.html,24.99,52.0,12,"Sony WI-SP510 Extra BASS Wireless in-Ear Headset/Headphones with mic for Phone Call Sports IPX5 Bluetooth, Black (WISP510/B)",${env.abxlab_url}sony-wi-sp510-extra-bass-wireless-in-ear-headset-headphones-with-mic-for-phone-call-sports-ipx5-bluetooth-black-wisp510-b.html,33.39,57.0,12,0.20008003201280514,8.0,0.11337112370790271,3.0
Cheese,Bond Ost Whole Round With Caraway Seed,${env.abxlab_url}bond-ost-whole-round-with-caraway-seed.html,39.95,87.0,3,Genuine Pecorino Romano - Sold by the pound,${env.abxlab_url}genuine-pecorino-romano-sold-by-the-pound.html,32.98,84.0,11,Anchor New Zealand Cheddar,${env.abxlab_url}anchor-new-zealand-cheddar.html,41.42,85.0,8,0.2113402061855672,3.0,0.03679599499374215,2.0
Chocolate,Madelaine Solid Milk Chocolate Golf Ball Party Favors Wrapped In Italian Foil (1/2 LB),${env.abxlab_url}madelaine-solid-milk-chocolate-golf-ball-party-favors-wrapped-in-italian-foil-1-2-lb.html,9.35,76.0,10,Kopper's Chocolate Milk Chocolate Covered Gummy Bears - No Artificial Colors or Flavors - 4 Oz Pouch,${env.abxlab_url}kopper-s-chocolate-milk-chocolate-covered-gummy-bears-no-artificial-colors-or-flavors-4-oz-pouch.html,7.97,70.0,12,"HU KITCHEN Chocolate Covered Cashews, 4 OZ",${env.abxlab_url}hu-kitchen-chocolate-covered-cashews-4-oz.html,9.89,73.0,45,0.17314930991217062,6.0,0.05775401069518726,3.0
Cookies,"Triple Chocolate Cookie Filled with Fudge and Hershey's Chocolate Chips, 12 Pack",${env.abxlab_url}triple-chocolate-cookie-filled-with-fudge-and-hershey-s-chocolate-chips-12-pack.html,21.99,78.0,12,"Enjoy Life, Snickerdoodle Cookies, 6 oz, Package may vary",${env.abxlab_url}enjoy-life-snickerdoodle-cookies-6-oz-package-may-vary.html,18.41,73.0,12,"Gusta USDA Organic Biscotti Cookies Made in Tuscany, Italy - Classic Almond - Individually Wrapped Two Bites Size - All Natural Ingredients - Fresh & Genuine Italian Dessert Treats - 13.76oz",${env.abxlab_url}gusta-usda-organic-biscotti-cookies-made-in-tuscany-italy-classic-almond-individually-wrapped-two-bites-size-all-natural-ingredients-fresh-genuine-italian-dessert-treats-13-76oz.html,23.0,76.0,11,0.19445953286257459,5.0,0.04592996816734887,2.0
Chocolate,Cadbury Chocolate Gift Pack Medium - 10 FULL SIZE Chocolate bars of delicious Cadbury Chocolate from the UK with unique Gift Box and a free Global Treats Choc & Pen,${env.abxlab_url}cadbury-chocolate-gift-pack-medium-10-full-size-chocolate-bars-of-delicious-cadbury-chocolate-from-the-uk-with-unique-gift-box-and-a-free-global-treats-choc-pen.html,20.28,85.0,12,"Lindt LINDOR Coconut Milk Chocolate Truffles, 5.1 Ounces - Pack of 3",${env.abxlab_url}lindt-lindor-coconut-milk-chocolate-truffles-5-1-ounces-pack-of-3.html,18.0,78.0,12,"KIT KAT Easter Candy, Milk Chocolate Wafer Thank You Appreciation Candy Bars, Great as a Gift, 4.5 oz Bars, 12 Count",${env.abxlab_url}kit-kat-easter-candy-milk-chocolate-wafer-thank-you-appreciation-candy-bars-great-as-a-gift-4-5-oz-bars-12-count.html,24.76,80.0,9,0.12666666666666673,7.0,0.22090729783037477,5.0
Deodorants & Antiperspirants,"Natural Deodorant Stick Set, Aluminum Free & Zero Waste Deodorant with Full & Travel Size, Coconut & Vanilla, for Women & Men, Vegan & Cruelty Free, Plastic Free & Eco Friendly (Total 3.7oz)",${env.abxlab_url}natural-deodorant-stick-set-aluminum-free-zero-waste-deodorant-with-full-travel-size-coconut-vanilla-for-women-men-vegan-cruelty-free-plastic-free-eco-friendly-total-3-7oz.html,18.99,85.0,12,Axe Phoenix Daily Fragrance 4 Oz (Pack of 3) B00EOX22IC - Axe Phoenix Daily Fragrance 4 Oz,${env.abxlab_url}axe-phoenix-daily-fragrance-4-oz-pack-of-3-b00eox22ic-axe-phoenix-daily-fragrance-4-oz.html,16.88,78.0,13,"Carpe Clinical Grade Underarm Wipes - New, Unrivaled Antiperspirant Wipes For Armpit Sweat Prevention. Combat Sweat, Block Excessive Sweating, & Help Control Hyperhidrosis.15 Anti Sweat Wipes.",${env.abxlab_url}carpe-clinical-grade-underarm-wipes-new-unrivaled-antiperspirant-wipes-for-armpit-sweat-prevention-combat-sweat-block-excessive-sweating-help-control-hyperhidrosis-15-anti-sweat-wipes.html,19.95,83.0,12,0.12499999999999997,7.0,0.05055292259083733,2.0
Digital Cameras,Sony Cyber-shot DSCS750 7.2 MP Digital Camera with 3x Optical Zoom,${env.abxlab_url}sony-cyber-shot-dscs750-7-2-mp-digital-camera-with-3x-optical-zoom.html,39.99,83.0,8,"Canon PowerShot D30 Waterproof Digital Camera, Blue",${env.abxlab_url}canon-powershot-d30-waterproof-digital-camera-blue.html,34.64,75.0,12,Remanufactured Nikon Coolpix 4100 4MP Digital Camera with 3x Optical Zoom,${env.abxlab_url}remanufactured-nikon-coolpix-4100-4mp-digital-camera-with-3x-optical-zoom.html,41.87,80.0,2,0.154445727482679,8.0,0.047011752938234445,3.0
Cookies,"WOW BAKING COMPANY Cookies, Lemon Burst, 8-Ounce (Pack of 6)",${env.abxlab_url}wow-baking-company-cookies-lemon-burst-8-ounce-pack-of-6.html,26.5,80.0,12,Pamela's Products Figgies & Jammies Extra Large Cookies Gluten Free Raspberry & Fig -- 9 oz (Pack of 3),${env.abxlab_url}pamela-s-products-figgies-jammies-extra-large-cookies-gluten-free-raspberry-fig-9-oz-pack-of-3.html,22.99,73.0,3,Krunchy Melts Chocolate Meringue Cookies 4 oz Tub (Pack of 2),${env.abxlab_url}krunchy-melts-chocolate-meringue-cookies-4-oz-tub-pack-of-2.html,30.99,76.0,9,0.15267507612005227,7.0,0.1694339622641509,4.0
Deodorants & Antiperspirants,"Mitchum For Women Advanced Control Anti-Perspirant Deodorant Clear Gel, Shower Fresh 3.4oz ( Pack of 3)",${env.abxlab_url}mitchum-for-women-advanced-control-anti-perspirant-deodorant-clear-gel-shower-fresh-3-4oz-pack-of-3.html,17.55,73.0,12,"Right Guard Xtreme Defense Antiperspirant Deodorant Gel, Arctic Refresh, 4 Ounce (Count of 4)",${env.abxlab_url}right-guard-xtreme-defense-antiperspirant-deodorant-gel-arctic-refresh-4-ounce-count-of-4.html,15.98,69.0,9,"Dove Dry Spray Antiperspirant, Original Clean 3.80 oz (Pack of 4)",${env.abxlab_url}dove-dry-spray-antiperspirant-original-clean-3-80-oz-pack-of-4.html,19.15,70.0,2,0.09824780976220276,4.0,0.09116809116809105,3.0
Chocolate,"Elite, Megadim, Pesek Zman Mini Milk Chocolate Bars, 14.1 oz Family Pack",${env.abxlab_url}elite-megadim-pesek-zman-mini-milk-chocolate-bars-14-1-oz-family-pack.html,13.49,85.0,11,"HERSHEY'S KISSES Milk Chocolate with Almonds Candy, Bulk, 32 oz Party Bag",${env.abxlab_url}hershey-s-kisses-milk-chocolate-with-almonds-candy-bulk-32-oz-party-bag.html,11.17,82.0,10,"Maple Candy, 12 piece Box",${env.abxlab_url}maple-candy-12-piece-box.html,14.77,83.0,15,0.2076991942703671,3.0,0.09488510007412894,2.0
Cookies,"Whole Foods Market, Cookie Peanut Butter Mini 18 Count, 12 Ounce",${env.abxlab_url}whole-foods-market-cookie-peanut-butter-mini-18-count-12-ounce.html,24.6,77.0,12,"Voortman Bakery Strawberry Wafers 10.6 Ounces (Pack of 4) Baked with Real Strawberries, No Artificial Colors or Flavors, No High-Fructose Corn Syrup",${env.abxlab_url}voortman-bakery-strawberry-wafers-10-6-ounces-pack-of-4-baked-with-real-strawberries-no-artificial-colors-or-flavors-no-high-fructose-corn-syrup.html,22.25,73.0,3,"Journey of Asia ""Seri's Choice KOREAN Snack"" Box 36 Count Individual Wrapped Essentials Packs of Candy, Snacks, Chips, Cookies, Treats for Kids, Children, College Students, Adult and Senior",${env.abxlab_url}journey-of-asia-seri-s-choice-korean-snack-box-36-count-individual-wrapped-essentials-packs-of-candy-snacks-chips-cookies-treats-for-kids-children-college-students-adult-and-senior.html,27.84,75.0,12,0.10561797752808995,4.0,0.13170731707317065,2.0
Toothpaste,"Boka Natural Toothpaste Duo - Nano-Hydroxyapatite for Remineralizing and Sensitivity, Fluoride-Free I Dentist Recommended, Made in USA I 4oz (Ela Mint + Coco Ginger) (2-Pack)",${env.abxlab_url}boka-natural-toothpaste-duo-nano-hydroxyapatite-for-remineralizing-and-sensitivity-fluoride-free-i-dentist-recommended-made-in-usa-i-4oz-ela-mint-coco-ginger-2-pack.html,22.0,88.0,12,Crest Complete Cinnamon Rush 5.4 Ounce (3 Pack),${env.abxlab_url}crest-complete-cinnamon-rush-5-4-ounce-3-pack.html,18.15,85.0,12,Crest Baking Soda And Peroxide Whitening With Tartar Protection Fresh Mint Flavor Toothpaste 8.2 Oz (Pack of 6),${env.abxlab_url}crest-baking-soda-and-peroxide-whitening-with-tartar-protection-fresh-mint-flavor-toothpaste-8-2-oz-pack-of-6.html,26.04,85.0,12,0.2121212121212122,3.0,0.1836363636363636,3.0
Chocolate,"Maple Candy, 12 piece Box",${env.abxlab_url}maple-candy-12-piece-box.html,14.77,83.0,15,Terry's Dark Chocolate Orange 5.53 oz 2 pack,${env.abxlab_url}terry-s-dark-chocolate-orange-5-53-oz-2-pack.html,12.23,78.0,12,Lindt Excellence Extra Creamy Milk Chocolate Bar 3.5 oz each (4 Items Per Order),${env.abxlab_url}lindt-excellence-extra-creamy-milk-chocolate-bar-3-5-oz-each-4-items-per-order.html,17.98,80.0,8,0.20768601798855266,5.0,0.21733243060257285,3.0
Yogurt,Chobani® Flip® Low-Fat Greek Yogurt Cookies & Cream 4.5oz,${env.abxlab_url}chobanir-flipr-low-fat-greek-yogurt-cookies-cream-4-5oz.html,41.71,93.0,12,"Chobani Non-Fat Greek Yogurt, Peach on the Bottom 5.3oz, 4-pack",${env.abxlab_url}chobani-non-fat-greek-yogurt-peach-on-the-bottom-5-3oz-4-pack.html,36.18,85.0,12,"FAGE Total Greek Yogurt, 2% Reduced Fat, Plain, 32 oz",${env.abxlab_url}fage-total-greek-yogurt-2-reduced-fat-plain-32-oz.html,45.53,87.0,12,0.15284687672747377,8.0,0.09158475185806761,6.0
Deodorants & Antiperspirants,"Cleure Hypoallergenic 3-in-1 Spray Deodorant, Free of Fragrance, Paraben, Salicylate, Gluten and Aluminum Free , Unscented, 8 oz",${env.abxlab_url}cleure-hypoallergenic-3-in-1-spray-deodorant-free-of-fragrance-paraben-salicylate-gluten-and-aluminum-free-unscented-8-oz.html,10.0,82.0,12,Linha Tradicional Giovanna Baby - Desodorante Antitranspirante Roll On Classic 50ml - (Giovanna Baby Classic Collection - Classic Deodorant & Antiperspirant Roll On 1.69 Fl Oz),${env.abxlab_url}linha-tradicional-giovanna-baby-desodorante-antitranspirante-roll-on-classic-50ml-giovanna-baby-classic-collection-classic-deodorant-antiperspirant-roll-on-1-69-fl-oz.html,8.98,80.0,4,Fa Fresh & Dry Green Tea Antiperspirant Spray Deodorant - 150 ml,${env.abxlab_url}fa-fresh-dry-green-tea-antiperspirant-spray-deodorant-150-ml.html,10.95,80.0,4,0.11358574610244984,2.0,0.09499999999999993,2.0
Toothpaste,PerioScript® Oral Cleansing Concentrate 4 oz Bottle,${env.abxlab_url}perioscriptr-oral-cleansing-concentrate-4-oz-bottle.html,23.89,82.0,12,"Natural Dentist All-In-One Toothpaste, Peppermint,5 Ounces (Pack of 3)",${env.abxlab_url}natural-dentist-all-in-one-toothpaste-peppermint-5-ounces-pack-of-3.html,22.19,77.0,12,"Sensodyne Sensodyne Fluoride Toothpaste Fresh Mint, Fresh Mint 4 oz (Pack of 3)",${env.abxlab_url}sensodyne-sensodyne-fluoride-toothpaste-fresh-mint-fresh-mint-4-oz-pack-of-3.html,25.08,80.0,1,0.07661108607480843,5.0,0.049811636668061855,2.0
Cheese,"Organic Valley Organic Thick Cut Shredded Mozzarella Cheese, 6 oz",${env.abxlab_url}organic-valley-organic-thick-cut-shredded-mozzarella-cheese-6-oz.html,43.13,80.0,12,igourmet Manchego DOP - 2 Pound Club Cut (2 pound),${env.abxlab_url}igourmet-manchego-dop-2-pound-club-cut-2-pound.html,39.98,78.0,12,WSU Wazzu Creamery Natural Cheddar Cheese 30 Oz,${env.abxlab_url}wsu-wazzu-creamery-natural-cheddar-cheese-30-oz.html,48.96,78.0,12,0.07878939469734882,2.0,0.13517273359610474,2.0
Cookies,Krunchy Melts Chocolate Meringue Cookies 4 oz Tub (Pack of 2),${env.abxlab_url}krunchy-melts-chocolate-meringue-cookies-4-oz-tub-pack-of-2.html,30.99,76.0,9,"Chips Ahoy! Chunky White Fudge Chocolate Chip Cookies, 1 Pack (11.75 oz.), 11.75 oz",${env.abxlab_url}chips-ahoy-chunky-white-fudge-chocolate-chip-cookies-1-pack-11-75-oz-11-75-oz.html,25.67,73.0,4,CYBELES COOKIE CHC CHNK BROWNIE,${env.abxlab_url}cybeles-cookie-chc-chnk-brownie.html,38.36,73.0,12,0.2072458122321775,3.0,0.23781865117779932,3.0
Cookies,Milka Choco Wafer 150g (Pack of 2),${env.abxlab_url}milka-choco-wafer-150g-pack-of-2.html,20.0,70.0,8,SuperFat Cookies Keto Snack Low Carb Food Cookies- Chocolate Chip 3 Pack - Gluten Free Dessert Sweets with No Sugar Added for Paleo Healthy Diabetic Diets,${env.abxlab_url}superfat-cookies-keto-snack-low-carb-food-cookies-chocolate-chip-3-pack-gluten-free-dessert-sweets-with-no-sugar-added-for-paleo-healthy-diabetic-diets.html,17.99,62.0,12,"Nonni's Dark Chocolate Pumpkin Biscotti (3 Pack, Total of 20.64oz)",${env.abxlab_url}nonni-s-dark-chocolate-pumpkin-biscotti-3-pack-total-of-20-64oz.html,23.5,68.0,10,0.11172873818788226,8.0,0.175,2.0
